,plant_name,Plant Code,State,Sector Name,Prime Movers,Fuel Types,Primary Technology,withdrawal_volume_million_gallons,discharge_volume_million_gallons,consumption_volume_million_gallons,energy_category,map_link,longitude,latitude
574,Arcadia Solar,62744,WI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.458244,44.243436&level=14",-91.458244,44.243436
575,Arcanum Peaking,7781,OH,Electric Utility,--,--,--,,,,Other,"map/?center=-84.5513,39.9867&level=14",-84.5513,39.9867
576,ArcelorMittal Burns Harbor,10245,IN,Industrial CHP,ST,BFG,Other Gases,32923,32923,0,Other,"map/?center=-87.1387,41.635&level=14",-87.1387,41.635
577,Archbald Power Station,50279,PA,IPP Non-CHP,"GT, ST","LFG, NG",Multiple,,,,Other,"map/?center=-75.5406,41.485&level=14",-75.5406,41.485
578,Archdiocese of Baltimore J,60662,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.217,39.445&level=14",-76.217,39.445
579,Archdiocese of Baltimore L,60663,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.217,39.445&level=14",-76.217,39.445
580,Archer Daniels Midland Cedar Rapids,10864,IA,Industrial CHP,"GT, ST","NG, SUB",Multiple,225,25,201,Other,"map/?center=-91.6875,41.9221&level=14",-91.6875,41.9221
581,Archer Daniels Midland Clinton,10860,IA,Industrial CHP,ST,SUB,Conventional Steam Coal,303,110,188,Coal,"map/?center=-90.2097,41.8206&level=14",-90.2097,41.8206
582,Archer Daniels Midland Columbus,57046,NE,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-97.286328,41.416442&level=14",-97.286328,41.416442
583,Archer Daniels Midland Decatur,10865,IL,Industrial CHP,ST,BIT,Conventional Steam Coal,254,64,189,Coal,"map/?center=-88.890756,39.870074&level=14",-88.890756,39.870074
584,Archer Daniels Midland Des Moines,10861,IA,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-93.584515,41.624438&level=14",-93.584515,41.624438
585,Archer Daniels Midland Lincoln,10862,NE,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-96.614486,40.866463&level=14",-96.614486,40.866463
586,Archer Daniels Midland Mankato,10863,MN,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-93.99242,44.187066&level=14",-93.99242,44.187066
587,Archer Daniels Midland Peoria,10866,IL,Industrial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-89.604911,40.677188&level=14",-89.604911,40.677188
588,Archer Daniels Midland Southport,54316,NC,Industrial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-77.9905,33.9397&level=14",-77.9905,33.9397
589,Arctaris Saddleback Solar,66043,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.52716,44.94641&level=14",-70.52716,44.94641
590,Arecibo Filtration Plant,61113,PR,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-66.632501,18.426418&level=14",-66.632501,18.426418
591,Argo Navis Community Solar,61183,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.772284,45.255245&level=14",-92.772284,45.255245
592,Argonne National Laboratory CHP,60742,IL,IPP CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-87.970608,41.716534&level=14",-87.970608,41.716534
593,Argus Cogen Plant,10684,CA,Industrial CHP,ST,BIT,Conventional Steam Coal,,,,Coal,"map/?center=-117.3833,35.765&level=14",-117.3833,35.765
594,Argyle,7810,WI,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-89.8697,42.7019&level=14",-89.8697,42.7019
595,Aries Community Solar,60938,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.988569,44.044924&level=14",-92.988569,44.044924
596,Arizona State University CHP,58199,AZ,Commercial CHP,"CS, GT",NG,Multiple,,,,Other,"map/?center=-111.928333,33.417222&level=14",-111.928333,33.417222
597,Arizona Western College PV,57765,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-114.49611,32.687778&level=14",-114.49611,32.687778
598,Arkalon Ethanol LLC,58192,KS,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-100.803611,37.110556&level=14",-100.803611,37.110556
599,Arkansas Nuclear One,8055,AR,Electric Utility,ST,NUC,Nuclear,288341,283130,5247,Nuclear,"map/?center=-93.2351,35.311&level=14",-93.2351,35.311
600,Arkwright Summit Wind Farm LLC,61673,NY,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-79.242681,42.414911&level=14",-79.242681,42.414911
601,Arlington Energy Center II,64481,CA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-114.774944,33.69088&level=14",-114.774944,33.69088
602,Arlington Energy Center III,64564,CA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-114.774944,33.69088&level=14",-114.774944,33.69088
603,Arlington Microgrid,64446,WA,Electric Utility,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-122.1502,48.15614&level=14",-122.1502,48.15614
604,Arlington Outlet Hydroelectric Generator,61355,TX,Commercial Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-97.242906,32.639069&level=14",-97.242906,32.639069
605,Arlington Valley Energy Facility,55282,AZ,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,1092,--,1092,Natural Gas,"map/?center=-112.8897,33.3417&level=14",-112.8897,33.3417
606,Arlington Valley Solar Energy II,57680,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-112.833888,33.305&level=14",-112.833888,33.305
607,Arlington Wind Power Project,56855,OR,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-120.2008,45.7167&level=14",-120.2008,45.7167
608,"Armadillo Flats Wind Project, LLC",61926,OK,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.567042,36.300964&level=14",-97.567042,36.300964
609,Armenia Mountain Wind Farm,57044,PA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-76.8553,41.7619&level=14",-76.8553,41.7619
610,Armstrong,55347,PA,IPP Non-CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-79.351725,40.638021&level=14",-79.351725,40.638021
611,Armstrong Solar,61138,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.35635,45.642252&level=14",-95.35635,45.642252
612,Arndt Farm,58315,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.175556,35.779167&level=14",-81.175556,35.779167
613,Arnold Cochran,64569,GA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.343779,32.399366&level=14",-83.343779,32.399366
614,Arpin Dam,3995,WI,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-91.2028,45.7517&level=14",-91.2028,45.7517
615,Arrache 4006,58445,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.051111,34.655&level=14",-118.051111,34.655
616,Arrache 4013,58446,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.051944,34.650556&level=14",-118.051944,34.650556
617,Arrache 8083,58447,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.061111,34.647778&level=14",-118.061111,34.647778
618,Arrow Canyon Solar Hybrid,62248,NV,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-114.844386,36.459259&level=14",-114.844386,36.459259
619,Arrowrock Hydroelectric Project,56997,ID,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-115.9233,43.595&level=14",-115.9233,43.595
620,Arroyo Solar Energy Storage Hybrid,63172,NM,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-107.563075,35.970349&level=14",-107.563075,35.970349
621,Arsenal Hill,1416,LA,Electric Utility,ST,NG,Natural Gas Steam Turbine,7300,54,166,Natural Gas,"map/?center=-93.7611,32.5181&level=14",-93.7611,32.5181
622,Arthur 2 Solar,66605,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.89158,34.172948&level=14",-78.89158,34.172948
623,Arthur Kill Generating Station,2490,NY,IPP Non-CHP,"GT, ST",NG,Multiple,130878,130878,0,Other,"map/?center=-74.200035,40.591564&level=14",-74.200035,40.591564
624,"Arthur Solar, LLC",62136,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.84663,34.16087&level=14",-78.84663,34.16087
625,Arthur Von Rosenberg,7512,TX,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,96677,103,787,Natural Gas,"map/?center=-98.384045,29.257046&level=14",-98.384045,29.257046
626,Arvada,8028,WY,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-106.1092,44.69&level=14",-106.1092,44.69
627,Arvah B Hopkins,688,FL,Electric Utility,"CA, CT, GT, IC",NG,Multiple,582,322,260,Other,"map/?center=-84.4,30.4522&level=14",-84.4,30.4522
628,Ascend Performance Materials Texas Inc.,10418,TX,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-95.2103,29.2558&level=14",-95.2103,29.2558
629,Ascutney,3708,VT,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-72.4203,43.4011&level=14",-72.4203,43.4011
630,"Ash Mesa Solar, LLC",66247,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-107.996652,38.663372&level=14",-107.996652,38.663372
631,Ashburnham Energy Storage Project,62219,MA,Electric Utility,BA,MWH,Batteries,,,,Other,"map/?center=-71.926696,42.671444&level=14",-71.926696,42.671444
632,Ashby Duffy CSG Solar Farm,61399,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.83,42.68&level=14",-71.83,42.68
633,"Ashby Solar, LLC CSG",62199,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.798723,42.630163&level=14",-71.798723,42.630163
634,Ashdown,54104,AR,Industrial CHP,ST,BLQ,Wood/Wood Waste Biomass,--,--,--,Renewable Energy Sources,"map/?center=-94.1083,33.6417&level=14",-94.1083,33.6417
635,Asheville,2706,NC,Electric Utility,"CA, CT, GT",NG,Multiple,1583,0,1583,Other,"map/?center=-82.5417,35.4731&level=14",-82.5417,35.4731
636,Asheville-Rock Hill Battery,63064,NC,Electric Utility,BA,MWH,Batteries,,,,Other,"map/?center=-82.517383,35.54012&level=14",-82.517383,35.54012
637,Ashland,1259,KS,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-99.763073,37.193787&level=14",-99.763073,37.193787
638,Ashland Solar,67146,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.476,42.258&level=14",-71.476,42.258
639,Ashley Solar Farm,59566,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.798889,36.126111&level=14",-80.798889,36.126111
640,Ashley-Chicot Solar,66588,AR,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.922427,33.250828&level=14",-91.922427,33.250828
641,Ashokan,88,NY,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-74.2063,41.949&level=14",-74.2063,41.949
642,Ashtabula,55990,OH,IPP CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-80.7612,41.890026&level=14",-80.7612,41.890026
643,Ashtabula Wind Energy Center,57032,ND,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.8961,47.1244&level=14",-97.8961,47.1244
644,Ashtabula Wind II LLC,57121,ND,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.931692,47.292437&level=14",-97.931692,47.292437
645,Ashtabula Wind III LLC,57387,ND,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.8956,47.1242&level=14",-97.8956,47.1242
646,Ashton,825,ID,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-111.497326,44.07863&level=14",-111.497326,44.07863
647,"Aspen Solar, LLC",59694,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.012122,34.791163&level=14",-78.012122,34.791163
648,Aspiration G,59737,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.352481,36.552186&level=14",-120.352481,36.552186
649,Assembly Solar II LLC,63538,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.95998,43.043718&level=14",-83.95998,43.043718
650,Assembly Solar III,64196,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.942728,43.022705&level=14",-83.942728,43.022705
651,Assembly Solar Project,62422,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.94527,43.02268&level=14",-83.94527,43.02268
652,"Aster Community Solar Garden, LLC",63305,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.229451,45.008221&level=14",-95.229451,45.008221
653,Astoria Energy,55375,NY,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-73.8964,40.7825&level=14",-73.8964,40.7825
654,Astoria Energy II,57664,NY,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-73.896618,40.781321&level=14",-73.896618,40.781321
655,Astoria Gas Turbines,55243,NY,IPP Non-CHP,--,--,--,,,,Other,"map/?center=-73.9048,40.787&level=14",-73.9048,40.787
656,Astoria Generating Station,8906,NY,IPP Non-CHP,"GT, ST",NG,Multiple,82489,82489,0,Other,"map/?center=-73.912561,40.787674&level=14",-73.912561,40.787674
657,Astoria Station,61144,SD,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-96.55942,44.574965&level=14",-96.55942,44.574965
658,Astra Wind Farm,60856,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-102.052422,34.769544&level=14",-102.052422,34.769544
659,Atascadero State Hospital,64523,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.634011,35.463333&level=14",-120.634011,35.463333
660,Atchison County Wind,63574,MO,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.354881,40.531283&level=14",-95.354881,40.531283
661,Athens - Coopers Corner BESS,63090,MN,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-93.26763,45.458119&level=14",-93.26763,45.458119
662,Athens AT01,67286,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-69.6523,44.9485&level=14",-69.6523,44.9485
663,Athens BESS,62937,MN,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-93.24,45.45&level=14",-93.24,45.45
664,Athens Energy,60457,ME,IPP Non-CHP,OT,WDS,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-69.660705,44.945514&level=14",-69.660705,44.945514
665,Athens Generating Plant,55405,NY,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-73.8492,42.2728&level=14",-73.8492,42.2728
666,Athens MN CONX,62062,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-93.265706,45.459021&level=14",-93.265706,45.459021
667,Athens Regional Medical Center,55319,GA,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-83.3981,33.9625&level=14",-83.3981,33.9625
668,Athos Solar Project,63300,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-115.35499,33.751283&level=14",-115.35499,33.751283
669,Atkinson Farm Solar,60982,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.795169,34.896953&level=14",-77.795169,34.896953
670,Atkinson Solar II,62096,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.792,34.897&level=14",-77.792,34.897
671,Atlanta Falcons Solar,62393,GA,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-84.400933,33.755421&level=14",-84.400933,33.755421
672,Atlanta Gift Mart LP,54877,GA,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-84.3892,33.7611&level=14",-84.3892,33.7611
673,Atlantic,1124,IA,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-95,41.409&level=14",-95,41.409
674,Atlantic City Convention Center,56900,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.4408,39.3639&level=14",-74.4408,39.3639
675,Atlantic Coast Freezers Solar Facility,58360,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.029038,39.519935&level=14",-75.029038,39.519935
676,Atood II,61960,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.808469,35.030303&level=14",-81.808469,35.030303
677,Attala,55220,MS,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,703,75,628,Natural Gas,"map/?center=-89.6753,33.0147&level=14",-89.6753,33.0147
678,Atwater Solar,60521,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-94.769733,45.140869&level=14",-94.769733,45.140869
679,Atwell Island,58366,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.510833,35.895&level=14",-119.510833,35.895
680,Atwell Island West Solar,59414,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.459722,35.815&level=14",-119.459722,35.815
681,Auburn,2215,NE,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-95.8464,40.3883&level=14",-95.8464,40.3883
682,Auburn LFG Energy Facility,57636,NY,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-76.593944,42.944093&level=14",-76.593944,42.944093
683,Auburn Renewables LLC,67163,IN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-85.092,41.343&level=14",-85.092,41.343
684,Auburn Solar Project,64213,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-71.87,42.13&level=14",-71.87,42.13
685,Audrain Generating Station,55234,MO,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-91.5369,39.3092&level=14",-91.5369,39.3092
686,Audrey Solar,58732,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.621944,35.328056&level=14",-81.621944,35.328056
687,Auglaize Hydro,7657,OH,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-84.399756,41.237206&level=14",-84.399756,41.237206
688,August Wind Farm,61644,IA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-94.475628,40.764914&level=14",-94.475628,40.764914
689,Augusta,65533,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-69.79636,44.36124&level=14",-69.79636,44.36124
690,Augusta Electric Plant No 1,1261,KS,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-96.97193,37.678454&level=14",-96.97193,37.678454
691,Augusta Electric Plant No 2,6791,KS,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-96.964982,37.686085&level=14",-96.964982,37.686085
692,Augusta PV - BD Solar Augusta LLC,63895,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-69.731,44.328&level=14",-69.731,44.328
693,Augusta Solar,63720,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.13,34.124&level=14",-82.13,34.124
694,Augusta Solar Farm,62906,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.731032,41.099995&level=14",-74.731032,41.099995
695,"Augustus Farm, LLC",60313,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.639109,35.599685&level=14",-77.639109,35.599685
696,Auke Bay,7250,AK,Electric Utility,"GT, IC",DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-134.6446,58.3875&level=14",-134.6446,58.3875
697,"Aulander Holloman Solar, LLC",62340,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.066561,36.29116&level=14",-77.066561,36.29116
698,"Aulander Hwy 42 Solar, LLC",63332,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.085241,36.248563&level=14",-77.085241,36.248563
699,Auriga Community Solar,61706,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.767356,43.977875&level=14",-95.767356,43.977875
700,Aurora,55279,IL,IPP Non-CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-88.2265,41.8151&level=14",-88.2265,41.8151
701,Aurora County Wind,61745,SD,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-98.764167,43.730833&level=14",-98.764167,43.730833
702,Aurora Energy LLC Chena,79,AK,IPP CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-147.735063,64.847743&level=14",-147.735063,64.847743
703,Aurora Wind Project,63258,ND,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-103.252,48.757&level=14",-103.252,48.757
704,Austin,3594,TX,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-97.784408,30.293424&level=14",-97.784408,30.293424
705,Austin Gas Recovery,56524,TX,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-97.6217,30.3344&level=14",-97.6217,30.3344
706,Austin TX GigaFactory,65070,TX,Industrial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-97.61968,30.22021&level=14",-97.61968,30.22021
707,"Auten Road Farm, LLC",60634,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.13735,35.30498&level=14",-81.13735,35.30498
708,Autumn Hills Generating Facility,63709,MI,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-85.92195,42.783&level=14",-85.92195,42.783
709,Autumn Hills LLC,55566,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-96.4325,44.4131&level=14",-96.4325,44.4131
710,Auwahi Wind Energy Hybrid,57996,HI,IPP Non-CHP,"BA, WT","MWH, WND",Multiple,,,,Other,"map/?center=-156.318,20.596&level=14",-156.318,20.596
711,Avalon Hydropower,54801,NC,Commercial Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-79.952494,36.423715&level=14",-79.952494,36.423715
712,Avalon Solar,59168,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-110.960556,32.001389&level=14",-110.960556,32.001389
713,Avalon Solar II,60062,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-110.958427,32.000854&level=14",-110.958427,32.000854
714,Avenal Park,57359,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.11,35.989722&level=14",-120.11,35.989722
715,Avenue A Generator Sets,7854,IL,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-89.689416,41.780735&level=14",-89.689416,41.780735
716,Aviator Wind,63209,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-100.69729,31.79261&level=14",-100.69729,31.79261
717,Avon Solar Farm LLC,67202,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.738,42.927&level=14",-77.738,42.927
718,Avra Valley Solar,57657,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-111.282777,32.371667&level=14",-111.282777,32.371667
719,Axiall Natrium Plant,50491,WV,Industrial CHP,ST,NG,Natural Gas Steam Turbine,404,404,--,Natural Gas,"map/?center=-80.8547,39.7475&level=14",-80.8547,39.7475
720,Axio Green LLC,58702,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.61,42.576111&level=14",-72.61,42.576111
721,Axium Modesto Solar,58039,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.995556,37.734167&level=14",-120.995556,37.734167
722,Ayers Island,2355,NH,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-71.717683,43.597849&level=14",-71.717683,43.597849
723,Ayers Village Solar,59463,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.1775,42.791944&level=14",-71.1775,42.791944
724,Ayrshire,58792,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.615278,35.283056&level=14",-81.615278,35.283056
725,"Azalea Solar, LLC",58482,GA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.591667,32.980833&level=14",-82.591667,32.980833
726,Aziscohos Hydroelectric Project,50999,ME,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-70.9975,44.9439&level=14",-70.9975,44.9439
