POP100,GEOID,CENTLAT,AREAWATER,STATE,BASENAME,OID,LSADC,FUNCSTAT,INTPTLAT,NAME,OBJECTID,TRACT,CENTLON,HU100,AREALAND,INTPTLON,MTFCC,UR,COUNTY,error,lat,lng
6178.0,37001021300,+36.1851061,3674293.0,37,213,20790141825221,CT,S,+36.1804423,Census Tract 213,83720.0,021300,-079.3161503,2581.0,135258628.0,-079.3130101,G5020,M,001,,,
3464.0,35041000402,+33.8845955,15036934.0,35,4.02,207903717910754,CT,S,+33.8873226,Census Tract 4.02,60119.0,000402,-103.3273128,1522.0,3761000051.0,-103.3265855,G5020,M,041,,,
4156.0,50007002103,+44.6255020,1420260.0,50,21.03,2079015681586339,CT,S,+44.6281154,Census Tract 21.03,71101.0,002103,-073.0905329,1732.0,44508757.0,-073.0742909,G5020,M,007,,,
4482.0,33017088000,+43.4493290,3170778.0,33,880,20790305547263,CT,S,+43.4522291,Census Tract 880,13445.0,088000,-071.0075280,2146.0,85600113.0,-071.0146523,G5020,M,017,,,
1877.0,38065961200,+47.1154093,22475760.0,38,9612,20790144479523,CT,S,+47.1180789,Census Tract 9612,83189.0,961200,-101.3403260,912.0,1871017444.0,-101.3314198,G5020,R,065,,,
2348.0,40051000901,+35.2882803,848253.0,40,9.01,20790718582051,CT,S,+35.2737873,Census Tract 9.01,16165.0,000901,-097.9872944,1020.0,343101697.0,-097.9743421,G5020,R,051,,,
2348.0,40051000901,+35.2882803,848253.0,40,9.01,20790718582051,CT,S,+35.2737873,Census Tract 9.01,16165.0,000901,-097.9872944,1020.0,343101697.0,-097.9743421,G5020,R,051,,,
2162.0,40015161602,+35.3621324,2666777.0,40,1616.02,2079015682166197,CT,S,+35.3557414,Census Tract 1616.02,6713.0,161602,-098.3347689,1043.0,573774163.0,-098.3328548,G5020,R,015,,,
2422.0,40017300100,+35.5442534,4336702.0,40,3001,20790720145763,CT,S,+35.5431776,Census Tract 3001,661.0,300100,-098.2056446,1277.0,718086978.0,-098.2099545,G5020,R,017,,,
2442.0,26151970200,+43.6150117,558551.0,26,9702,20790400819061,CT,S,+43.6165904,Census Tract 9702,25150.0,970200,-082.9061147,1089.0,384756240.0,-082.8941702,G5020,R,151,,,
2517.0,33011011500,+42.7383956,212771.0,33,115,20790227225100,CT,S,+42.7256743,Census Tract 115,11901.0,011500,-071.5164620,1231.0,4010791.0,-071.5272997,G5020,U,011,,,
4541.0,51195931400,+36.9578042,598986.0,51,9314,20790695040366,CT,S,+36.9604857,Census Tract 9314,69371.0,931400,-082.5588804,2028.0,102809064.0,-082.5539581,G5020,M,195,,,
1643.0,36075021402,+43.3986322,722709.0,36,214.02,20790695186867,CT,S,+43.4020158,Census Tract 214.02,83338.0,021402,-076.4821753,728.0,14923385.0,-076.4809653,G5020,M,075,,,
3022.0,16067970300,+42.9296713,4435499.0,16,9703,20790270556918,CT,S,+42.9389027,Census Tract 9703,10590.0,970300,-113.5825401,1085.0,1459523841.0,-113.5854159,G5020,M,067,,,
4621.0,36071011702,+41.3323597,373606.0,36,117.02,207903716982266,CT,S,+41.3240758,Census Tract 117.02,13528.0,011702,-074.5376752,1659.0,59572166.0,-074.5411792,G5020,R,071,,,
4621.0,36071011702,+41.3323597,373606.0,36,117.02,207903716982266,CT,S,+41.3240758,Census Tract 117.02,13528.0,011702,-074.5376752,1659.0,59572166.0,-074.5411792,G5020,R,071,,,
4621.0,36071011702,+41.3323597,373606.0,36,117.02,207903716982266,CT,S,+41.3240758,Census Tract 117.02,13528.0,011702,-074.5376752,1659.0,59572166.0,-074.5411792,G5020,R,071,,,
6743.0,16041970100,+42.2233003,9744897.0,16,9701,20790358144442,CT,S,+42.2224181,Census Tract 9701,3958.0,970100,-111.8479274,2407.0,1261952189.0,-111.8467781,G5020,R,041,,,
6578.0,41005023800,+45.1614933,525412.0,41,238,20790678464524,CT,S,+45.1629231,Census Tract 238,83807.0,023800,-122.6860649,2364.0,198178125.0,-122.6926678,G5020,M,005,,,
2696.0,27081201002,+44.2606067,11469590.0,27,2010.02,207903143921232,CT,S,+44.2607134,Census Tract 2010.02,53562.0,201002,-096.2721447,1427.0,407200169.0,-096.2721881,G5020,R,081,,,
3727.0,20143085700,+39.1286909,828192.0,20,857,2079068541752,CT,S,+39.1284843,Census Tract 857,37683.0,085700,-097.7936433,1771.0,905998580.0,-097.7944028,G5020,R,143,,,
2341.0,27105105300,+43.5449154,8937413.0,27,1053,20790290483869,CT,S,+43.5507804,Census Tract 1053,32070.0,105300,-095.7492797,1032.0,470457732.0,-095.7436822,G5020,R,105,,,
5280.0,27019091001,+44.7953894,245798.0,27,910.01,2079015503683775,CT,S,+44.7962516,Census Tract 910.01,15588.0,091001,-093.5876297,2194.0,4771685.0,-093.5786316,G5020,M,019,,,
4630.0,37001021901,+35.9770400,1335552.0,37,219.01,207903717524838,CT,S,+35.9861226,Census Tract 219.01,14208.0,021901,-079.3809556,2011.0,55436267.0,-079.3694459,G5020,M,001,,,
2760.0,17203030200,+40.8828245,131090.0,17,302,20790375382954,CT,S,+40.8865993,Census Tract 302,82446.0,030200,-089.0458357,1273.0,187722682.0,-089.0427634,G5020,R,203,,,
