,Unnamed: 0,plant_name,Plant Code,State,Sector Name,Prime Movers,Fuel Types,Primary Technology,withdrawal_volume_million_gallons,discharge_volume_million_gallons,consumption_volume_million_gallons,energy_category,map_link,longitude,latitude,GEOID,STATE,COUNTY,TRACT
0,0,(3K) 59 Hetcheltown Rd,66729,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.91048,42.87657&level=14",-73.91048,42.87657,36093032502,36.0,93.0,32502.0
1,1,0 Hammond St CSG,64876,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.726675,41.808547&level=14",-70.726675,41.808547,25023544200,25.0,23.0,544200.0
2,2,1 Commercial,67464,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-71.237,42.115&level=14",-71.237,42.115,25021414100,25.0,21.0,414100.0
3,3,"10 Briggs Solar NG, LLC (East)",62781,RI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.49625,41.63269&level=14",-71.49625,41.63269,44003020903,44.0,3.0,20903.0
4,4,"10 Finderne Avenue Solar, LLC",64023,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.57594,40.55812&level=14",-74.57594,40.55812,34035051000,34.0,35.0,51000.0
5,5,100 Brook Hill Drive Solar,63292,NY,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.9828,41.09305&level=14",-73.9828,41.09305,36087011200,36.0,87.0,11200.0
6,6,100 Lower,65620,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.539,41.294&level=14",-74.539,41.294,36071011702,36.0,71.0,11702.0
7,7,1001 Ebenezer Church Solar,63444,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.843419,36.283819&level=14",-80.843419,36.283819,37171930902,37.0,171.0,930902.0
8,8,1008 Matthews Solar,63447,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.552473,36.21669&level=14",-80.552473,36.21669,37197050101,37.0,197.0,50101.0
9,9,1009 Yadkin Solar,63445,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.656114,36.14749&level=14",-80.656114,36.14749,37197050504,37.0,197.0,50504.0
10,10,"101 Carnegie Center Solar, LLC",64025,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.64512,40.32312&level=14",-74.64512,40.32312,34021004314,34.0,21.0,4314.0
11,11,"1025 Traveller Solar, LLC",62660,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.126319,35.427308&level=14",-79.126319,35.427308,37105030506,37.0,105.0,30506.0
12,12,"1034 Catherine Lake Solar, LLC",64478,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.498759,34.78471&level=14",-77.498759,34.78471,37133000205,37.0,133.0,205.0
13,13,1045 Tomlin Mill Solar,63448,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.835488,35.916178&level=14",-80.835488,35.916178,37097060802,37.0,97.0,60802.0
14,14,"1047 Little Mountain Solar, LLC",62661,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.806725,36.197067&level=14",-80.806725,36.197067,37197050300,37.0,197.0,50300.0
15,15,"1051 Lucky Solar, LLC",64271,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.819654,36.148986&level=14",-80.819654,36.148986,37197050401,37.0,197.0,50401.0
16,16,1073 Onslow Solar,63446,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.185771,34.773578&level=14",-77.185771,34.773578,37133000103,37.0,133.0,103.0
17,17,115 G Fisher,65092,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.83984,41.877476&level=14",-70.83984,41.877476,25023542101,25.0,23.0,542101.0
18,18,12 Applegate Solar LLC,59371,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.576111,40.200278&level=14",-74.576111,40.200278,34021004309,34.0,21.0,4309.0
19,19,126 Grove Solar LLC,60858,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.422707,42.076119&level=14",-71.422707,42.076119,25021442105,25.0,21.0,442105.0
20,20,"13 Mile Solar, LLC",64456,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-85.048584,42.326656&level=14",-85.048584,42.326656,26025003800,26.0,25.0,3800.0
21,21,145 Talmadge Solar,57458,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.391268,40.535787&level=14",-74.391268,40.535787,34023001504,34.0,23.0,1504.0
22,22,154 D Fisher,65093,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.83984,41.87476&level=14",-70.83984,41.87476,25023542101,25.0,23.0,542101.0
23,23,158th Fighter Wing Solar Farm,60542,VT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.153412,44.477705&level=14",-73.153412,44.477705,50007980000,50.0,7.0,980000.0
24,24,160 Tihonet Rd Hybrid(CSG),65056,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.712667,41.793414&level=14",-70.712667,41.793414,25023545200,25.0,23.0,545200.0
25,25,1634 Solar,61935,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.081493,34.3368&level=14",-80.081493,34.3368,45031010800,45.0,31.0,10800.0
26,26,1639 RT 29 Solar 1,65785,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.24935,43.04296&level=14",-74.24935,43.04296,36035970300,36.0,35.0,970300.0
27,27,1639 RT 29 Solar 2,65786,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.24935,43.04296&level=14",-74.24935,43.04296,36035970300,36.0,35.0,970300.0
28,28,180 Raritan Solar,58187,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.34,40.516111&level=14",-74.34,40.516111,34023001806,34.0,23.0,1806.0
29,29,191 Peachtree Tower,54818,GA,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-84.3869,33.7583&level=14",-84.3869,33.7583,13121011901,13.0,121.0,11901.0
30,30,196 Tremont St(CSG),65114,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.730697,41.842933&level=14",-70.730697,41.842933,25023544200,25.0,23.0,544200.0
31,31,201 Sturbridge B,59822,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.171188,42.109143&level=14",-72.171188,42.109143,25013813802,25.0,13.0,813802.0
32,32,"20333 Normandie PV, LLC",65331,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.30019,33.84614&level=14",-118.30019,33.84614,06037292001,6.0,37.0,292001.0
33,33,205 Sturbridge A,59821,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.170507,42.109272&level=14",-72.170507,42.109272,25013813802,25.0,13.0,813802.0
34,34,"20701 Plummer PV, LLC",65794,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.58517,34.243444&level=14",-118.58517,34.243444,06037113303,6.0,37.0,113303.0
35,35,2081 Terzian Solar Project,58918,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.415833,36.67&level=14",-119.415833,36.67,06019006302,6.0,19.0,6302.0
36,36,2097 Helton Solar Project,58920,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.506944,37.352222&level=14",-120.506944,37.352222,06047002500,6.0,47.0,2500.0
37,37,2127 Harris Solar Project,58919,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-121.669722,39.291667&level=14",-121.669722,39.291667,06101050701,6.0,101.0,50701.0
38,38,"231 Dixon 74 Solar I, LLC",61195,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.430385,35.244125&level=14",-81.430385,35.244125,37045950601,37.0,45.0,950601.0
39,39,"232 Long Branch 29 Solar I, LLC",63296,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.559722,35.23222&level=14",-81.559722,35.23222,37045951601,37.0,45.0,951601.0
40,40,"233 Randolph 74 Solar I, LLC",65819,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.590555,35.311944&level=14",-81.590555,35.311944,37045951300,37.0,45.0,951300.0
41,41,24 Applegate Solar LLC,59365,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.579722,40.205833&level=14",-74.579722,40.205833,34021004309,34.0,21.0,4309.0
42,42,"25 Ashdown Road Solar, LLC",62998,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.879,42.8826&level=14",-73.879,42.8826,36091062602,36.0,91.0,62602.0
43,43,25 Mile Creek,65511,OK,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-99.739,36.487&level=14",-99.739,36.487,40045952600,40.0,45.0,952600.0
44,44,2555 E Olympic Bl,57871,CA,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.224167,34.026944&level=14",-118.224167,34.026944,06037206050,6.0,37.0,206050.0
45,45,"265 Pleasant Solar NG, LLC",59485,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.762222,42.581389&level=14",-71.762222,42.581389,25027712101,25.0,27.0,712101.0
46,46,2662 Freeport Solar 1 CSG,64058,IL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-89.632719,42.339696&level=14",-89.632719,42.339696,17177000600,17.0,177.0,600.0
47,47,276 Federal Rd(CSG),64875,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.725244,41.805144&level=14",-70.725244,41.805144,25023544200,25.0,23.0,544200.0
48,48,28 Livermore Hill Road Solar,64014,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.951107,42.55151&level=14",-71.951107,42.55151,25027708100,25.0,27.0,708100.0
49,49,299 Farm to Market Rd Hybrid(CSG),65057,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.727036,41.795092&level=14",-70.727036,41.795092,25023545200,25.0,23.0,545200.0
50,50,2W Permian Solar Project Hybrid,63255,TX,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-102.528333,32.116388&level=14",-102.528333,32.116388,48003950400,48.0,3.0,950400.0
51,51,3 MW LLC,64592,CO,Industrial Non-CHP,IC,OG,Other Gases,,,,Other,"map/?center=-107.5,38.9&level=14",-107.5,38.9,08051963900,8.0,51.0,963900.0
52,52,301 Chestnut Solar NG,61518,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.52178,42.055179&level=14",-72.52178,42.055179,25013813403,25.0,13.0,813403.0
53,53,3104 Batavia Solar,66036,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.27517,42.9994&level=14",-78.27517,42.9994,36037950401,36.0,37.0,950401.0
54,54,315 Vinson Road,63979,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.385888,35.629398&level=14",-78.385888,35.629398,37101040903,37.0,101.0,40903.0
55,55,3232 Batavia Solar,66037,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.26818,43.00024&level=14",-78.26818,43.00024,36037950401,36.0,37.0,950401.0
56,56,"350 Clark Solar, NG, LLC",61224,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.730162,40.894197&level=14",-74.730162,40.894197,34027046108,34.0,27.0,46108.0
57,57,3Colton,66320,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.73999,42.20618&level=14",-71.73999,42.20618,25027737300,25.0,27.0,737300.0
58,58,4 Applegate Solar LLC,59370,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.583611,40.196389&level=14",-74.583611,40.196389,34021004309,34.0,21.0,4309.0
59,59,401 South,67241,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-73.184,42.464&level=14",-73.184,42.464,25003912100,25.0,3.0,912100.0
60,60,"433 Purchase Solar NG, LLC",61237,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.192244,41.809353&level=14",-71.192244,41.809353,25005633200,25.0,5.0,633200.0
61,61,435A Bergen Avenue,63366,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.131258,40.751938&level=14",-74.131258,40.751938,34017012700,34.0,17.0,12700.0
62,62,45 Mile Hydroelectric Project,58455,OR,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-121.152778,44.528056&level=14",-121.152778,44.528056,41031960304,41.0,31.0,960304.0
63,63,456 Lower,65621,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.522,41.311&level=14",-74.522,41.311,36071011702,36.0,71.0,11702.0
64,64,46 Meadowlands Parkway,62325,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.071521,40.78976&level=14",-74.071521,40.78976,34017019900,34.0,17.0,19900.0
65,65,4710 Hosting,62162,MN,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-92.522265,44.070814&level=14",-92.522265,44.070814,27109001403,27.0,109.0,1403.0
66,66,491 E 48th Street,7268,MI,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-86.0853,42.7553&level=14",-86.0853,42.7553,26005032401,26.0,5.0,32401.0
67,67,4Oaks,59534,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.411667,35.4325&level=14",-78.411667,35.4325,37101041204,37.0,101.0,41204.0
68,68,5 Berry,67242,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-71.342,42.021&level=14",-71.342,42.021,25021440101,25.0,21.0,440101.0
69,69,500 Virginia Solar,57640,PA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.191667,40.139167&level=14",-75.191667,40.139167,42091201404,42.0,91.0,201404.0
70,70,510 Carnegie Center,64194,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.65551,40.3147&level=14",-74.65551,40.3147,34021004314,34.0,21.0,4314.0
71,71,510 REPP One,57363,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.6058,36.4972&level=14",-77.6058,36.4972,37131920401,37.0,131.0,920401.0
72,72,5601 Westside CDG,65289,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.04182,40.77957&level=14",-74.04182,40.77957,34017014802,34.0,17.0,14802.0
73,73,580 River Solar,65085,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.076103,42.680766&level=14",-72.076103,42.680766,25027702202,25.0,27.0,702202.0
74,74,59 Federal Rd(CSG),64970,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.721206,41.828475&level=14",-70.721206,41.828475,25023544200,25.0,23.0,544200.0
75,75,59th Street,2503,NY,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-73.99115,40.771285&level=14",-73.99115,40.771285,36061015102,36.0,61.0,15102.0
76,76,601 Doremus CDG,65280,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.120486,40.731966&level=14",-74.120486,40.731966,34013007502,34.0,13.0,7502.0
77,77,6140 Route 209 - North,64046,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.288885,41.787555&level=14",-74.288885,41.787555,36111955002,36.0,111.0,955002.0
78,78,"631-56 Airport Owner, LLC",59639,MA,Industrial Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-71.117222,41.745556&level=14",-71.117222,41.745556,25005642500,25.0,5.0,642500.0
79,79,651 Chase Solar NG,59046,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.742778,42.626667&level=14",-71.742778,42.626667,25027712101,25.0,27.0,712101.0
80,80,665 Scenic Highway,67457,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.571,41.77&level=14",-70.571,41.77,25001013700,25.0,1.0,13700.0
81,81,6685 Santa Barbara Ct,64343,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.743011,39.189589&level=14",-76.743011,39.189589,24027601204,24.0,27.0,601204.0
82,82,700 Binnewater,67456,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.089932,41.849012&level=14",-74.089932,41.849012,36111952700,36.0,111.0,952700.0
83,83,701 Carnegie Center,64195,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.64994,40.32358&level=14",-74.64994,40.32358,34021004314,34.0,21.0,4314.0
84,84,71 Charlotte Furnace Rd Hybrid(CSG),65054,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.741597,41.797106&level=14",-70.741597,41.797106,25023545100,25.0,23.0,545100.0
85,85,7185 13th Pl. NW,63970,DC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.031405,38.977175&level=14",-77.031405,38.977175,11001010300,11.0,1.0,10300.0
86,86,7448 Candlewood Road,64502,MD,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.7,39.16&level=14",-76.7,39.16,24003751200,24.0,3.0,751200.0
87,87,74th Street,2504,NY,Electric Utility,GT,KER,Petroleum Liquids,,,,Petroleum,"map/?center=-73.9515,40.768&level=14",-73.9515,40.768,36061013201,36.0,61.0,13201.0
88,88,77 Farm to Market Rd Hybrid(CSG),65055,MA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-70.723394,41.79455&level=14",-70.723394,41.79455,25023545200,25.0,23.0,545200.0
89,89,77 Metro Way,62326,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.072239,40.770516&level=14",-74.072239,40.770516,34017019900,34.0,17.0,19900.0
90,90,85 A,52162,CA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-118.324772,35.095797&level=14",-118.324772,35.095797,06029006012,6.0,29.0,6012.0
91,91,85 B,52163,CA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-118.332533,35.102577&level=14",-118.332533,35.102577,06029006012,6.0,29.0,6012.0
92,92,"8500 Balboa PV, LLC",65330,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.49974,34.22379&level=14",-118.49974,34.22379,06037117302,6.0,37.0,117302.0
93,93,9150 Hermosa Solar GM,66622,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.5872,34.0878&level=14",-117.5872,34.0878,06071002111,6.0,71.0,2111.0
94,94,98th Street Battery Storage Station,62839,NY,Electric Utility,BA,MWH,Batteries,,,,Other,"map/?center=-73.840187,40.679137&level=14",-73.840187,40.679137,36081008600,36.0,81.0,8600.0
95,95,99 Islands,3272,SC,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-81.4936,35.0314&level=14",-81.4936,35.0314,45021970403,45.0,21.0,970403.0
96,96,A B Brown,6137,IN,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-87.715,37.9053&level=14",-87.715,37.9053,18129040400,18.0,129.0,40400.0
97,97,A G Wishon,293,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-119.504724,37.15105&level=14",-119.504724,37.15105,06039000102,6.0,39.0,102.0
98,98,A L Pierce,6635,CT,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-72.834884,41.44823&level=14",-72.834884,41.44823,09009175400,9.0,9.0,175400.0
99,99,A Street 1,64114,RI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.546775,41.797953&level=14",-71.546775,41.797953,44007012200,44.0,7.0,12200.0
100,100,A Street 2,64111,RI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.545929,41.797544&level=14",-71.545929,41.797544,44007012200,44.0,7.0,12200.0
101,101,A.J. Mihm Generating Station,61391,MI,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-88.614009,46.792669&level=14",-88.614009,46.792669,26013000200,26.0,13.0,200.0
102,102,ABC Coke,56076,AL,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-86.779866,33.582793&level=14",-86.779866,33.582793,01073010900,1.0,73.0,10900.0
103,103,ABD Farms,61525,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.748273,35.728738&level=14",-79.748273,35.728738,37151031101,37.0,151.0,31101.0
104,104,ABEC #2 dba West-Star Dairy,61501,CA,IPP Non-CHP,IC,OBG,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-119.432866,35.472113&level=14",-119.432866,35.472113,06029006600,6.0,29.0,6600.0
105,105,ABEC #3 dba Lakeview Dairy,61502,CA,IPP Non-CHP,IC,OBG,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-119.202974,35.21426&level=14",-119.202974,35.21426,06029003222,6.0,29.0,3222.0
106,106,ABEC #4 dba CE&S Dairy,61503,CA,IPP Non-CHP,IC,OBG,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-119.116384,35.17306&level=14",-119.116384,35.17306,06029003304,6.0,29.0,3304.0
107,107,ABEC Bidart-Old River LLC,58699,CA,IPP Non-CHP,IC,OBG,Other Waste Biomass,,,,Renewable Energy Sources,"map/?center=-119.105556,35.169722&level=14",-119.105556,35.169722,06029003222,6.0,29.0,3222.0
108,108,ABIA Parking Structure,67791,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-97.6686,30.2047&level=14",-97.6686,30.2047,48453980000,48.0,453.0,980000.0
109,109,"AC Criminal Courts Complex SPE2, LLC",58798,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.690556,39.4375&level=14",-74.690556,39.4375,34001011404,34.0,1.0,11404.0
110,110,AC Power,63260,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.935167,40.049778&level=14",-74.935167,40.049778,34005700800,34.0,5.0,700800.0
111,111,ACC,67507,AR,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-93.860136,33.926859&level=14",-93.860136,33.926859,05061950300,5.0,61.0,950300.0
112,112,ACCC Mays Landing,60802,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.68093,39.460566&level=14",-74.68093,39.460566,34001011403,34.0,1.0,11403.0
113,113,ACCP NJ 1,63198,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.675089,40.92635&level=14",-74.675089,40.92635,34037374800,34.0,37.0,374800.0
114,114,ACE-Stanton A PV,61247,FL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.17411,28.48455&level=14",-81.17411,28.48455,12095016731,12.0,95.0,16731.0
115,115,ACE-Stanton PV,61246,FL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.18036,28.47735&level=14",-81.18036,28.47735,12095016731,12.0,95.0,16731.0
116,116,ACM - Midtown Thermal,63483,NJ,Commercial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-74.434228,39.359831&level=14",-74.434228,39.359831,34001002400,34.0,1.0,2400.0
117,117,ACUA,61923,NJ,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-74.445146,39.381969&level=14",-74.445146,39.381969,34001001300,34.0,1.0,1300.0
118,118,ADA Carbon Solutions Red River,57938,LA,Industrial CHP,ST,WH,All Other,,,,Other,"map/?center=-93.391111,32.003889&level=14",-93.391111,32.003889,22081960100,22.0,81.0,960100.0
119,119,ADP Parsippany NJ,66796,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.41258,40.857536&level=14",-74.41258,40.857536,34027041803,34.0,27.0,41803.0
120,120,ADS Renewable Energy-Wolf Creek LLC,60184,GA,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-83.4348,32.7755&level=14",-83.4348,32.7755,13289060102,13.0,289.0,60102.0
121,121,AEP Jacksonville Solar Project,61388,FL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.686443,30.523647&level=14",-81.686443,30.523647,12031010301,12.0,31.0,10301.0
122,122,AES Alamitos Energy Center,62115,CA,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-118.100194,33.767229&level=14",-118.100194,33.767229,06037980007,6.0,37.0,980007.0
