error,lat,lng,POP100,GEOID,CENTLAT,AREAWATER,STATE,BASENAME,OID,LSADC,FUNCSTAT,INTPTLAT,NAME,OBJECTID,TRACT,CENTLON,HU100,AREALAND,INTPTLON,MTFCC,UR,COUNTY
400 Client Error:  for url: https://geocoding.geo.census.gov/geocoder/geographies/coordinates?x=Longitude+of+award%2Fproject+place+of+performance.&y=Latitude+of+award%2Fproject+place+of+performance.&benchmark=Public_AR_Census2020&vintage=Census2020_Census2020&format=json,Latitude of award/project place of performance.,Longitude of award/project place of performance.,,,,,,,,,,,,,,,,,,,,
,,,4924.0,23001010200.0,44.1532636,12199894.0,23.0,102.0,20790167372388.0,CT,S,44.1582621,Census Tract 102,74745.0,10200.0,-70.2513138,2243.0,43957849.0,-70.2522312,G5020,M,1.0
,,,5603.0,24041960400.0,38.7725445,0.0,24.0,9604.0,20790163212288.0,CT,S,38.7725445,Census Tract 9604,63118.0,960400.0,-76.0668991,2713.0,5539466.0,-76.0668991,G5020,U,41.0
,,,1952.0,16061940002.0,46.2727649,1155515.0,16.0,9400.02,20790681278465.0,CT,S,46.2709304,Census Tract 9400.02,31872.0,940002.0,-116.4025219,985.0,947103098.0,-116.4000332,G5020,R,61.0
,,,1946.0,29035960200.0,36.9509216,2493310.0,29.0,9602.0,20790695764306.0,CT,S,36.9451419,Census Tract 9602,75958.0,960200.0,-91.0819534,1153.0,714486534.0,-91.0814141,G5020,R,35.0
,,,4858.0,6065941500.0,33.7765944,822794.0,6.0,9415.0,207903717222306.0,CT,S,33.77407,Census Tract 9415,10583.0,941500.0,-116.8765745,1487.0,40126369.0,-116.8807172,G5020,M,65.0
,,,3221.0,53033007101.0,47.6216965,0.0,53.0,71.01,2079019663644336.0,CT,S,47.6216965,Census Tract 71.01,85242.0,7101.0,-122.3530304,2137.0,495054.0,-122.3530304,G5020,U,33.0
,,,2753.0,51063920104.0,36.9656265,856641.0,51.0,9201.04,2079015489261214.0,CT,S,36.963893,Census Tract 9201.04,22102.0,920104.0,-80.3714649,1325.0,101142320.0,-80.3615019,G5020,R,63.0
,,,4465.0,6081611901.0,37.4653691,0.0,6.0,6119.01,2079015495348559.0,CT,S,37.4653691,Census Tract 6119.01,26753.0,611901.0,-122.1352134,1130.0,1180439.0,-122.1352134,G5020,U,81.0
,,,1265.0,38083960200.0,47.5751887,86198839.0,38.0,9602.0,20790312092170.0,CT,S,47.5813594,Census Tract 9602,22423.0,960200.0,-100.345607,808.0,2518053323.0,-100.3309858,G5020,R,83.0
,,,2803.0,39153532600.0,41.2398648,175006.0,39.0,5326.0,20790373838841.0,CT,S,41.2417357,Census Tract 5326,66559.0,532600.0,-81.5403033,1239.0,68446326.0,-81.540333,G5020,M,153.0
,,,0.0,25025981201.0,42.331916,1327740.0,25.0,9812.01,207903716684848.0,CT,S,42.3289903,Census Tract 9812.01,27206.0,981201.0,-71.0273554,0.0,799562.0,-71.0346023,G5020,M,25.0
,,,4315.0,9011870501.0,41.4772025,988231.0,9.0,8705.01,207903716549270.0,CT,S,41.4766836,Census Tract 8705.01,75519.0,870501.0,-72.0955992,1746.0,13469016.0,-72.0973007,G5020,U,11.0
,,,2294.0,42003552000.0,40.3415634,0.0,42.0,5520.0,20790321757873.0,CT,S,40.3415634,Census Tract 5520,82080.0,552000.0,-79.840906,1081.0,639467.0,-79.840906,G5020,U,3.0
,,,,60010950900.0,-14.3022155,51344770.0,60.0,9509.0,20790590901077.0,CT,S,-14.3015512,Census Tract 9509,35350.0,950900.0,-170.7111866,,12986619.0,-170.7149422,G5020,M,10.0
,,,2918.0,24510150600.0,39.3090802,0.0,24.0,1506.0,20790165683584.0,CT,S,39.3090802,Census Tract 1506,21233.0,150600.0,-76.6687936,1528.0,959035.0,-76.6687936,G5020,U,510.0
,,,5580.0,49039972300.0,39.2285443,22463203.0,49.0,9723.0,20790191442739.0,CT,S,39.2282925,Census Tract 9723,40635.0,972300.0,-111.8546275,1378.0,943267584.0,-111.8534084,G5020,R,39.0
,,,4339.0,30085940002.0,48.3205215,19072196.0,30.0,9400.02,207903716603187.0,CT,S,48.3192986,Census Tract 9400.02,46691.0,940002.0,-105.0716348,1401.0,3062580648.0,-105.0593261,G5020,R,85.0
,,,2397.0,41013950402.0,44.0466651,15998089.0,41.0,9504.02,2079015504358514.0,CT,S,44.0420698,Census Tract 9504.02,14038.0,950402.0,-120.2177001,1313.0,5374376224.0,-120.2163272,G5020,R,13.0
,,,1847.0,26051000300.0,44.015997,6033934.0,26.0,3.0,2079052887934.0,CT,S,44.0165926,Census Tract 3,38029.0,300.0,-84.2369244,1731.0,350283124.0,-84.2387936,G5020,R,51.0
,,,2560.0,13249960100.0,32.3079376,1462519.0,13.0,9601.0,20790693176648.0,CT,S,32.3182006,Census Tract 9601,58828.0,960100.0,-84.3194017,1146.0,245777619.0,-84.3324186,G5020,R,249.0
,,,7488.0,37035011300.0,35.6705625,56164.0,37.0,113.0,20790202942454.0,CT,S,35.6701747,Census Tract 113,58099.0,11300.0,-81.19398,3118.0,27282838.0,-81.1936768,G5020,M,35.0
,,,1476.0,2164000100.0,58.2265876,25989695209.0,2.0,1.0,2079045769711.0,CT,S,58.1085067,Census Tract 1,3266.0,100.0,-156.6570897,1469.0,61724164724.0,-156.4134134,G5020,R,164.0
,,,3723.0,53073940002.0,48.7557374,41513483.0,53.0,9400.02,2079015692406187.0,CT,S,48.7523343,Census Tract 9400.02,913.0,940002.0,-122.6365758,1327.0,33403899.0,-122.6392227,G5020,M,73.0
,,,4642.0,34003021600.0,40.8701491,41023.0,34.0,216.0,20790707077722.0,CT,S,40.8699762,Census Tract 216,5774.0,21600.0,-74.109763,1678.0,530281.0,-74.1091938,G5020,U,3.0
,,,6186.0,23015975500.0,44.0222437,29078072.0,23.0,9755.0,20790262646600.0,CT,S,44.0174466,Census Tract 9755,61887.0,975500.0,-69.7132798,3204.0,165484383.0,-69.7172185,G5020,R,15.0
,,,5557.0,9009351300.0,41.549783,5632.0,9.0,3513.0,20790338970563.0,CT,S,41.550804,Census Tract 3513,46339.0,351300.0,-73.0133573,2372.0,2265724.0,-73.0135921,G5020,U,9.0
,,,8227.0,6107001011.0,36.3437854,0.0,6.0,10.11,2079015748636527.0,CT,S,36.3437854,Census Tract 10.11,12995.0,1011.0,-119.3196777,2416.0,2760214.0,-119.3196777,G5020,U,107.0
,,,1876.0,34007600200.0,39.9366016,55093.0,34.0,6002.0,20790318476975.0,CT,S,39.9367868,Census Tract 6002,6260.0,600200.0,-75.1075254,817.0,1171711.0,-75.1066438,G5020,U,7.0
,,,3594.0,10003015100.0,39.6782337,0.0,10.0,151.0,20790331626719.0,CT,S,39.6782337,Census Tract 151,55874.0,15100.0,-75.5805849,1396.0,2580091.0,-75.5805849,G5020,U,3.0
,,,2055.0,26021011301.0,41.7891267,2546823.0,26.0,113.01,2079015504100610.0,CT,S,41.7922313,Census Tract 113.01,75067.0,11301.0,-86.7130758,1799.0,49720303.0,-86.7072819,G5020,M,21.0
,,,5049.0,6037542401.0,33.8923624,0.0,6.0,5424.01,207901115291551.0,CT,S,33.8923624,Census Tract 5424.01,66099.0,542401.0,-118.2109036,1278.0,1293383.0,-118.2109036,G5020,U,37.0
,,,3321.0,51031020800.0,37.1381769,1939687.0,51.0,208.0,20790746246265.0,CT,S,37.120045,Census Tract 208,59599.0,20800.0,-79.0773522,1523.0,262466069.0,-79.0716192,G5020,R,31.0
,,,2309.0,4025001501.0,34.2480703,4959684.0,4.0,15.01,2079015482352235.0,CT,S,34.2769131,Census Tract 15.01,16281.0,1501.0,-111.8750085,1066.0,2390411575.0,-111.8532086,G5020,R,25.0
,,,3375.0,55135100700.0,44.3343858,8429488.0,55.0,1007.0,20790133200944.0,CT,S,44.3340999,Census Tract 1007,59431.0,100700.0,-88.9734192,1612.0,122289942.0,-88.9769857,G5020,M,135.0
,,,3434.0,13289060200.0,32.5964552,6063099.0,13.0,602.0,20790399960575.0,CT,S,32.5951862,Census Tract 602,31436.0,60200.0,-83.4414331,1722.0,486550184.0,-83.452191,G5020,R,289.0
,,,2190.0,28059042900.0,30.3388509,124481896.0,28.0,429.0,207903716889657.0,CT,S,30.3345941,Census Tract 429,76827.0,42900.0,-88.5886076,1070.0,86982437.0,-88.5713959,G5020,M,59.0
,,,4348.0,21017030201.0,38.1900248,15351.0,21.0,302.01,2079015496795815.0,CT,S,38.1902029,Census Tract 302.01,7214.0,30201.0,-84.2642374,1769.0,7239687.0,-84.2645673,G5020,M,17.0
,,,2517.0,31041971700.0,41.5576345,407573.0,31.0,9717.0,20790119984706.0,CT,S,41.5572024,Census Tract 9717,36018.0,971700.0,-99.5187245,1311.0,2283955823.0,-99.5160259,G5020,R,41.0
,,,4640.0,24041960501.0,38.8030788,2624689.0,24.0,9605.01,207903716669432.0,CT,S,38.804693,Census Tract 9605.01,70823.0,960501.0,-76.0582888,1948.0,59026266.0,-76.0565737,G5020,M,41.0
,,,3849.0,51119951000.0,37.6120606,25121293.0,51.0,9510.0,20790257554629.0,CT,S,37.6078594,Census Tract 9510,39416.0,951000.0,-76.578231,2321.0,108651798.0,-76.575255,G5020,R,119.0
,,,866.0,26163531900.0,42.3902305,0.0,26.0,5319.0,2079056212999.0,CT,S,42.3902305,Census Tract 5319,22896.0,531900.0,-83.1062981,527.0,707420.0,-83.1062981,G5020,U,163.0
,,,4910.0,13003960200.0,31.285121,1423792.0,13.0,9602.0,2079048077745.0,CT,S,31.2627888,Census Tract 9602,47311.0,960200.0,-82.8792286,1992.0,402068853.0,-82.883197,G5020,R,3.0
,,,4994.0,42021012800.0,40.4502242,56072.0,42.0,128.0,20790216672068.0,CT,S,40.4511867,Census Tract 128,43648.0,12800.0,-78.5840117,2232.0,33499410.0,-78.5867843,G5020,M,21.0
,,,3331.0,11001004703.0,38.9034762,0.0,11.0,47.03,2079015504267464.0,CT,S,38.9034762,Census Tract 47.03,20013.0,4703.0,-77.0170713,2356.0,124124.0,-77.0170713,G5020,U,1.0
,,,3719.0,6015000202.0,41.7661812,12922708.0,6.0,2.02,20790694658264.0,CT,S,41.7468282,Census Tract 2.02,39806.0,202.0,-123.8540656,1909.0,2083657688.0,-123.8637597,G5020,R,15.0
,,,2556.0,51101950200.0,37.6231958,19256777.0,51.0,9502.0,20790478937109.0,CT,S,37.6242532,Census Tract 9502,55828.0,950200.0,-76.961364,1154.0,258915857.0,-76.958344,G5020,R,101.0
,,,3333.0,9007541401.0,41.572313,185298.0,9.0,5414.01,207903716548562.0,CT,S,41.5732605,Census Tract 5414.01,76705.0,541401.0,-72.7273089,1248.0,22388715.0,-72.7287676,G5020,M,7.0
,,,1645.0,50025967800.0,42.9701052,759673.0,50.0,9678.0,20790264578518.0,CT,S,42.9727535,Census Tract 9678,64799.0,967800.0,-72.7008249,1036.0,103610541.0,-72.7040391,G5020,R,25.0
,,,2065.0,47157003400.0,35.1375844,0.0,47.0,34.0,20790180064798.0,CT,S,35.1375844,Census Tract 34,11375.0,3400.0,-90.0077831,1346.0,918349.0,-90.0077831,G5020,U,157.0
,,,2346.0,29111970300.0,40.0339938,616551.0,29.0,9703.0,2079099985195.0,CT,S,40.0284992,Census Tract 9703,27098.0,970300.0,-91.7494553,1075.0,487321692.0,-91.743418,G5020,R,111.0
,,,4893.0,20155001400.0,37.9365006,3223580.0,20.0,14.0,20790163550993.0,CT,S,37.9361274,Census Tract 14,40797.0,1400.0,-97.8828121,2046.0,717333574.0,-97.8788883,G5020,M,155.0
,,,2336.0,48083950700.0,31.6434102,35671423.0,48.0,9507.0,20790550559932.0,CT,S,31.6497778,Census Tract 9507,36097.0,950700.0,-99.4611214,1544.0,1850785821.0,-99.4663176,G5020,R,83.0
,,,2110.0,48113007822.0,32.8776771,20692.0,48.0,78.22,207903717245314.0,CT,S,32.8768842,Census Tract 78.22,72925.0,7822.0,-96.7663996,1511.0,1535099.0,-96.7663931,G5020,U,113.0
,,,5185.0,6019006405.0,37.0044433,11890100.0,6.0,64.05,207903717087312.0,CT,S,37.0042938,Census Tract 64.05,50853.0,6405.0,-119.5678362,2217.0,353743598.0,-119.5635349,G5020,R,19.0
,,,3111.0,47149041102.0,35.8718925,0.0,47.0,411.02,207903717171105.0,CT,S,35.8718925,Census Tract 411.02,65503.0,41102.0,-86.3113203,1289.0,44395476.0,-86.3113203,G5020,M,149.0
,,,2709.0,1047956800.0,32.4248856,12964.0,1.0,9568.0,20790110064976.0,CT,S,32.4240901,Census Tract 9568,64264.0,956800.0,-87.0573244,1254.0,9287027.0,-87.0568535,G5020,M,47.0
,,,944.0,37007920501.0,34.9448082,261792.0,37.0,9205.01,2079015483119832.0,CT,S,34.9395656,Census Tract 9205.01,30034.0,920501.0,-80.1304051,462.0,55964191.0,-80.1461397,G5020,M,7.0
,,,5100.0,17099962100.0,41.4338391,167140.0,17.0,9621.0,20790348750140.0,CT,S,41.4237121,Census Tract 9621,35067.0,962100.0,-89.085244,2182.0,210118298.0,-89.0947265,G5020,M,99.0
,,,5614.0,9003510400.0,41.7736716,87828.0,9.0,5104.0,20790332016883.0,CT,S,41.7716475,Census Tract 5104,1617.0,510400.0,-72.6281299,2460.0,2702880.0,-72.6299729,G5020,U,3.0
,,,4580.0,51029930202.0,37.5064174,3236253.0,51.0,9302.02,207903695965155.0,CT,S,37.5009543,Census Tract 9302.02,76316.0,930202.0,-78.619562,2222.0,642221692.0,-78.6274462,G5020,R,29.0
,,,3386.0,29131962600.0,38.3657161,194835.0,29.0,9626.0,20790257380610.0,CT,S,38.3658992,Census Tract 9626,56300.0,962600.0,-92.506434,1466.0,254387914.0,-92.5068968,G5020,M,131.0
,,,1883.0,26033970602.0,46.4199265,57417426.0,26.0,9706.02,2079015681751570.0,CT,S,46.4322982,Census Tract 9706.02,70676.0,970602.0,-84.7543267,1209.0,295677237.0,-84.7821657,G5020,R,33.0
,,,3917.0,6001400800.0,37.8454176,0.0,6.0,4008.0,20790141323909.0,CT,S,37.8454176,Census Tract 4008,50226.0,400800.0,-122.2832338,1835.0,725817.0,-122.2832338,G5020,U,1.0
,,,4994.0,12035060206.0,29.4801289,43194332.0,12.0,602.06,207903717452751.0,CT,S,29.4733904,Census Tract 602.06,63428.0,60206.0,-81.386464,2233.0,688775737.0,-81.3987387,G5020,M,35.0
,,,5293.0,40109108302.0,35.5939095,32480.0,40.0,1083.02,20790727371806.0,CT,S,35.5900815,Census Tract 1083.02,3432.0,108302.0,-97.4855139,2687.0,14446837.0,-97.4867789,G5020,M,109.0
,,,2709.0,1047956800.0,32.4248856,12964.0,1.0,9568.0,20790110064976.0,CT,S,32.4240901,Census Tract 9568,64264.0,956800.0,-87.0573244,1254.0,9287027.0,-87.0568535,G5020,M,47.0
,,,4361.0,29221460300.0,37.936932,331906.0,29.0,4603.0,20790705867199.0,CT,S,37.9357592,Census Tract 4603,3079.0,460300.0,-90.7735614,1677.0,30773274.0,-90.7745867,G5020,R,221.0
,,,6204.0,34005702702.0,40.0173365,273792.0,34.0,7027.02,2079015682090547.0,CT,S,40.0187542,Census Tract 7027.02,1835.0,702702.0,-74.8084055,2250.0,19724747.0,-74.8159213,G5020,M,5.0
,,,3819.0,26065006700.0,42.7296536,43146.0,26.0,67.0,207903716796624.0,CT,S,42.728725,Census Tract 67,27418.0,6700.0,-84.5631445,2386.0,2723087.0,-84.5631031,G5020,U,65.0
,,,3094.0,39035197800.0,41.4838803,163300.0,39.0,1978.0,2079015682249713.0,CT,S,41.4832971,Census Tract 1978,10852.0,197800.0,-81.6869036,1993.0,1968271.0,-81.6865913,G5020,U,35.0
,,,4553.0,50023955502.0,44.0878636,289508.0,50.0,9555.02,2079015504111203.0,CT,S,44.0909107,Census Tract 9555.02,39827.0,955502.0,-72.7016468,1643.0,153287543.0,-72.7066953,G5020,R,23.0
,,,3331.0,11001004703.0,38.9034762,0.0,11.0,47.03,2079015504267464.0,CT,S,38.9034762,Census Tract 47.03,20013.0,4703.0,-77.0170713,2356.0,124124.0,-77.0170713,G5020,U,1.0
,,,1876.0,34007600200.0,39.9366016,55093.0,34.0,6002.0,20790318476975.0,CT,S,39.9367868,Census Tract 6002,6260.0,600200.0,-75.1075254,817.0,1171711.0,-75.1066438,G5020,U,7.0
,,,5316.0,12099007917.0,26.6152104,340015.0,12.0,79.17,2079015796078935.0,CT,S,26.6026534,Census Tract 79.17,79864.0,7917.0,-80.5833824,1848.0,2248360401.0,-80.5792713,G5020,M,99.0
,,,2526.0,17145030500.0,38.0357791,1873996.0,17.0,305.0,20790328359094.0,CT,S,38.0347478,Census Tract 305,46604.0,30500.0,-89.1844983,1134.0,145910950.0,-89.1806308,G5020,M,145.0
,,,2597.0,36063024102.0,43.3371898,3325140.0,36.0,241.02,20790494565268.0,CT,S,43.3357363,Census Tract 241.02,37579.0,24102.0,-78.5457164,1178.0,96109920.0,-78.5481057,G5020,R,63.0
,,,3102.0,39117965502.0,40.3845691,97414.0,39.0,9655.02,2079015692368699.0,CT,S,40.3841062,Census Tract 9655.02,20744.0,965502.0,-82.716585,1160.0,99725700.0,-82.7098353,G5020,R,117.0
,,,4572.0,42027011201.0,40.8702514,0.0,42.0,112.01,207903716986993.0,CT,S,40.8702514,Census Tract 112.01,40112.0,11201.0,-77.8163373,2129.0,71300051.0,-77.8163373,G5020,M,27.0
,,,1346.0,23005002400.0,43.6725676,76804773.0,23.0,24.0,20790204251249.0,CT,S,43.6769364,Census Tract 24,48442.0,2400.0,-70.1619291,1846.0,12234568.0,-70.1547563,G5020,R,5.0
,,,3108.0,17107953600.0,40.0275985,98920.0,17.0,9536.0,20790137953846.0,CT,S,40.0248724,Census Tract 9536,81743.0,953600.0,-89.2288725,1466.0,347975718.0,-89.2280808,G5020,R,107.0
,,,4812.0,25027731601.0,42.2679545,18712.0,25.0,7316.01,2079015614100679.0,CT,S,42.2681308,Census Tract 7316.01,23974.0,731601.0,-71.8097313,2504.0,698405.0,-71.8095005,G5020,U,27.0
,,,4580.0,51029930202.0,37.5064174,3236253.0,51.0,9302.02,207903695965155.0,CT,S,37.5009543,Census Tract 9302.02,76316.0,930202.0,-78.619562,2222.0,642221692.0,-78.6274462,G5020,R,29.0
,,,4284.0,36053030701.0,42.8813705,2439864.0,36.0,307.01,2079015504126875.0,CT,S,42.8901263,Census Tract 307.01,11012.0,30701.0,-75.628966,1779.0,115586283.0,-75.630046,G5020,R,53.0
,,,2425.0,25003932200.0,42.3211501,6597913.0,25.0,9322.0,20790225532130.0,CT,S,42.3249728,Census Tract 9322,36278.0,932200.0,-73.1154404,1957.0,217731215.0,-73.1108227,G5020,R,3.0
,,,1262.0,5093010100.0,35.9242613,0.0,5.0,101.0,2079086077392.0,CT,S,35.9242613,Census Tract 101,51385.0,10100.0,-89.9083851,763.0,3587051.0,-89.9083851,G5020,U,93.0
,,,4254.0,2016000200.0,53.6605056,3104558227.0,2.0,2.0,2079045076553.0,CT,S,53.6210913,Census Tract 2,17010.0,200.0,-166.8664452,776.0,2821080604.0,-166.7709793,G5020,R,16.0
,,,5406.0,29071800401.0,38.6060454,8841233.0,29.0,8004.01,20790265562655.0,CT,S,38.6048751,Census Tract 8004.01,23472.0,800401.0,-91.2532991,2236.0,266321358.0,-91.2480799,G5020,M,71.0
,,,5511.0,24003706500.0,38.9749916,54878.0,24.0,7065.0,20790266674756.0,CT,S,38.972976,Census Tract 7065,47555.0,706500.0,-76.5161889,2728.0,2882684.0,-76.522379,G5020,U,3.0
,,,1142.0,28049002700.0,32.2955673,1070218.0,28.0,27.0,20790264991890.0,CT,S,32.2936711,Census Tract 27,42859.0,2700.0,-90.1769972,708.0,9342686.0,-90.1735073,G5020,M,49.0
,,,3789.0,4001944301.0,36.3363015,6865014.0,4.0,9443.01,2079015497337321.0,CT,S,36.3300438,Census Tract 9443.01,18669.0,944301.0,-109.7523537,1373.0,1246521654.0,-109.7600217,G5020,R,1.0
,,,4012.0,48201511302.0,29.7973995,0.0,48.0,5113.02,207903717156809.0,CT,S,29.7973995,Census Tract 5113.02,1514.0,511302.0,-95.3935238,2270.0,1588561.0,-95.3935238,G5020,U,201.0
,,,5141.0,48201453002.0,29.6961276,567.0,48.0,4530.02,2079015702036456.0,CT,S,29.696659,Census Tract 4530.02,21016.0,453002.0,-95.5812956,1416.0,2054729.0,-95.580959,G5020,U,201.0
,,,1612.0,6019000602.0,36.7397996,0.0,6.0,6.02,2079015504479227.0,CT,S,36.7397996,Census Tract 6.02,48749.0,602.0,-119.7874426,548.0,1286119.0,-119.7874426,G5020,U,19.0
,,,8872.0,51630000500.0,38.3036002,87199.0,51.0,5.0,20790303865818.0,CT,S,38.3007831,Census Tract 5,42181.0,500.0,-77.504591,3528.0,11679181.0,-77.5063977,G5020,U,630.0
,,,3161.0,37105030704.0,35.5602984,870991.0,37.0,307.04,2079019641380614.0,CT,S,35.5569172,Census Tract 307.04,2636.0,30704.0,-79.1105456,1359.0,78086070.0,-79.1106252,G5020,M,105.0
,,,3892.0,36061009500.0,40.7472363,0.0,36.0,95.0,20790460873485.0,CT,S,40.7472363,Census Tract 95,17348.0,9500.0,-73.9933578,1697.0,171964.0,-73.9933578,G5020,U,61.0
,,,1681.0,53057940600.0,48.5048664,5125608.0,53.0,9406.0,207903718683535.0,CT,S,48.4990914,Census Tract 9406,49791.0,940600.0,-122.5991481,955.0,2609027.0,-122.6038281,G5020,M,57.0
,,,2382.0,36045060402.0,43.9259194,6136963.0,36.0,604.02,2079015482476069.0,CT,S,43.9254689,Census Tract 604.02,21505.0,60402.0,-76.1659477,1685.0,60637804.0,-76.0855266,G5020,R,45.0
,,,5756.0,51073100301.0,37.2688026,9901957.0,51.0,1003.01,207903716477411.0,CT,S,37.2702207,Census Tract 1003.01,47751.0,100301.0,-76.5117132,2776.0,10430499.0,-76.5153085,G5020,M,73.0
,,,5809.0,21155970700.0,37.5328219,2127395.0,21.0,9707.0,20790115120807.0,CT,S,37.5442451,Census Tract 9707,49969.0,970700.0,-85.2230875,2467.0,189834775.0,-85.2255656,G5020,M,155.0
,,,4459.0,28033071121.0,34.8534444,21354.0,28.0,711.21,2079015692413276.0,CT,S,34.854613,Census Tract 711.21,79561.0,71121.0,-89.9942903,1666.0,8853348.0,-89.9924365,G5020,M,33.0
,,,3183.0,51013101900.0,38.8779202,0.0,51.0,1019.0,20790343192034.0,CT,S,38.8779202,Census Tract 1019,84177.0,101900.0,-77.0979879,1337.0,1109546.0,-77.0979879,G5020,U,13.0
,,,3108.0,17107953600.0,40.0275985,98920.0,17.0,9536.0,20790137953846.0,CT,S,40.0248724,Census Tract 9536,81743.0,953600.0,-89.2288725,1466.0,347975718.0,-89.2280808,G5020,R,107.0
,,,2771.0,29045950300.0,40.423057,1237601.0,29.0,9503.0,2079077464823.0,CT,S,40.4231523,Census Tract 9503,82303.0,950300.0,-91.7179075,1304.0,118660586.0,-91.717774,G5020,R,45.0
,,,4060.0,50027966700.0,43.3106121,495201.0,50.0,9667.0,20790261608553.0,CT,S,43.3070262,Census Tract 9667,80890.0,966700.0,-72.4533207,1912.0,57342219.0,-72.4490728,G5020,M,27.0
,,,2532.0,55041950200.0,45.5105528,10476811.0,55.0,9502.0,20790450551182.0,CT,S,45.5145029,Census Tract 9502,36423.0,950200.0,-88.5751879,2139.0,739899337.0,-88.5631479,G5020,R,41.0
,,,2042.0,13215010502.0,32.5146105,18444.0,13.0,105.02,20790383577855.0,CT,S,32.5132972,Census Tract 105.02,69558.0,10502.0,-84.8796288,1047.0,3690096.0,-84.8805136,G5020,M,215.0
,,,2754.0,12101031809.0,28.38032,1894297.0,12.0,318.09,207903717579234.0,CT,S,28.3699025,Census Tract 318.09,62228.0,31809.0,-82.5089763,1201.0,41466789.0,-82.5107481,G5020,M,101.0
,,,3877.0,42107001600.0,40.6741048,220883.0,42.0,16.0,20790301183537.0,CT,S,40.6691011,Census Tract 16,44941.0,1600.0,-76.2565952,1815.0,44557721.0,-76.2605539,G5020,M,107.0
,,,1909.0,29051020700.0,38.5742698,726609.0,29.0,207.0,207903693541191.0,CT,S,38.5746163,Census Tract 207,48390.0,20700.0,-92.1643095,1407.0,3091603.0,-92.1646032,G5020,M,51.0
,,,3670.0,35039941000.0,36.6352934,36596469.0,35.0,9410.0,207903716988119.0,CT,S,36.6311825,Census Tract 9410,40717.0,941000.0,-107.2202838,1507.0,5249045860.0,-107.2233454,G5020,R,39.0
,,,4285.0,34037374800.0,40.923271,424764.0,34.0,3748.0,20790988869115.0,CT,S,40.9226043,Census Tract 3748,85001.0,374800.0,-74.6752889,1715.0,5541899.0,-74.6696449,G5020,M,37.0
,,,4723.0,23027047000.0,44.5599235,7256304.0,23.0,470.0,20790108677607.0,CT,S,44.5583926,Census Tract 470,80785.0,47000.0,-69.0807738,2501.0,331168712.0,-69.0815377,G5020,R,27.0
,,,2336.0,48083950700.0,31.6434102,35671423.0,48.0,9507.0,20790550559932.0,CT,S,31.6497778,Census Tract 9507,36097.0,950700.0,-99.4611214,1544.0,1850785821.0,-99.4663176,G5020,R,83.0
,,,3660.0,34001011702.0,39.4348971,851452.0,34.0,117.02,20790323538532.0,CT,S,39.4337377,Census Tract 117.02,31670.0,11702.0,-74.561474,1416.0,30562626.0,-74.5593035,G5020,U,1.0
,,,5214.0,5093010200.0,35.9412968,185236.0,5.0,102.0,2079086077391.0,CT,S,35.9399964,Census Tract 102,24990.0,10200.0,-89.8790074,2512.0,39669619.0,-89.8830811,G5020,M,93.0
,,,4572.0,42027011201.0,40.8702514,0.0,42.0,112.01,207903716986993.0,CT,S,40.8702514,Census Tract 112.01,40112.0,11201.0,-77.8163373,2129.0,71300051.0,-77.8163373,G5020,M,27.0
,,,5770.0,23009966700.0,44.4901957,68006290.0,23.0,9667.0,207903718198496.0,CT,S,44.4890093,Census Tract 9667,60006.0,966700.0,-68.3330913,3609.0,171124909.0,-68.3371659,G5020,R,9.0
,,,5511.0,24003706500.0,38.9749916,54878.0,24.0,7065.0,20790266674756.0,CT,S,38.972976,Census Tract 7065,47555.0,706500.0,-76.5161889,2728.0,2882684.0,-76.522379,G5020,U,3.0
,,,5199.0,37183050100.0,35.7806867,0.0,37.0,501.0,20790166218316.0,CT,S,35.7806867,Census Tract 501,84890.0,50100.0,-78.6392921,3745.0,2144498.0,-78.6392921,G5020,U,183.0
,,,4486.0,37153970300.0,34.973699,1268401.0,37.0,9703.0,2079019602805.0,CT,S,34.9703222,Census Tract 9703,56776.0,970300.0,-79.8006469,2097.0,101859146.0,-79.8265049,G5020,M,153.0
,,,4267.0,23011011000.0,44.1867076,2104867.0,23.0,110.0,20790402727729.0,CT,S,44.1739702,Census Tract 110,25770.0,11000.0,-69.7921539,2021.0,36319749.0,-69.7958758,G5020,M,11.0
,,,3111.0,47149041102.0,35.8718925,0.0,47.0,411.02,207903717171105.0,CT,S,35.8718925,Census Tract 411.02,65503.0,41102.0,-86.3113203,1289.0,44395476.0,-86.3113203,G5020,M,149.0
,,,2830.0,27127750100.0,44.4082935,810502.0,27.0,7501.0,20790688085438.0,CT,S,44.4066289,Census Tract 7501,78649.0,750100.0,-94.9910495,1175.0,540440910.0,-95.0044734,G5020,M,127.0
,,,4746.0,39049009325.0,39.9274908,77217.0,39.0,93.25,20790472266650.0,CT,S,39.9269709,Census Tract 93.25,61046.0,9325.0,-82.88265,2431.0,5187928.0,-82.8816116,G5020,U,49.0
,,,6774.0,12099001301.0,26.7953398,371456.0,12.0,13.01,207903717539347.0,CT,S,26.7995994,Census Tract 13.01,69316.0,1301.0,-80.0830172,2602.0,3369100.0,-80.0811618,G5020,U,99.0
,,,3451.0,37079950101.0,35.5569012,349256.0,37.0,9501.01,207903717402288.0,CT,S,35.5656998,Census Tract 9501.01,77229.0,950101.0,-77.6916118,1613.0,208965204.0,-77.6948177,G5020,R,79.0
