,plant_name,Plant Code,State,Sector Name,Prime Movers,Fuel Types,Primary Technology,withdrawal_volume_million_gallons,discharge_volume_million_gallons,consumption_volume_million_gallons,energy_category,map_link,longitude,latitude
9,JCO Oxides Olefins Plant,54637,TX,Industrial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-93.929737,29.963502&level=14",-93.929737,29.963502
0,JED Solid Waste Mgmt Renewable Energy,60701,FL,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-81.097236,28.063777&level=14",-81.097236,28.063777
1,"JH Solar, LLC CSG",63564,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.1,42.243&level=14",-72.1,42.243
2,JLL-One Rockwood Road,62446,NY,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-73.862594,41.109042&level=14",-73.862594,41.109042
3,JM Huber at Quincy,64629,IL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.399685,39.859083&level=14",-91.399685,39.859083
4,JM Shafer Generating Station,50707,CO,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,125,--,125,Natural Gas,"map/?center=-104.7736,40.0986&level=14",-104.7736,40.0986
5,JMB Mcguire-Dix-Lakehurst Solar Project,58793,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.636933,39.992818&level=14",-74.636933,39.992818
6,JSR000 N Mathilda Fuel Cell,63711,CA,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-122.024,37.4124&level=14",-122.024,37.4124
7,Jack County,55230,TX,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,1604,--,1572,Natural Gas,"map/?center=-97.9574,33.101&level=14",-97.9574,33.101
8,"Jack Francis Solar, LLC",64460,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.679171,43.149282&level=14",-83.679171,43.149282
9,Jack Fusco Energy Center,55357,TX,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,988,199,790,Natural Gas,"map/?center=-95.6244,29.4731&level=14",-95.6244,29.4731
0,Jack McDonough,710,GA,Electric Utility,"CA, CT, GT","DFO, NG",Multiple,4154,1496,1682,Other,"map/?center=-84.4758,33.8239&level=14",-84.4758,33.8239
1,Jack River LLC,55565,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-96.4411,44.4233&level=14",-96.4411,44.4233
2,Jack Watson,2049,MS,Electric Utility,"GT, ST",NG,Multiple,61906,58453,3653,Other,"map/?center=-89.0286,30.4392&level=14",-89.0286,30.4392
3,Jack's Solar Garden,64200,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-105.130321,40.122552&level=14",-105.130321,40.122552
4,Jackman,2360,NH,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-71.94889,43.11055&level=14",-71.94889,43.11055
5,"Jackpot Solar, LLC",65778,ID,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-114.6218,42.189&level=14",-114.6218,42.189
6,Jackson (MO),2137,MO,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-89.6606,37.3847&level=14",-89.6606,37.3847
7,Jackson Board of Education-Liberty HS,60113,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.262001,40.092672&level=14",-74.262001,40.092672
8,Jackson Cntr Peaking,7780,OH,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-84.0401,40.4597&level=14",-84.0401,40.4597
9,Jackson Co. Solar RES,59989,IN,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-86.032969,38.881719&level=14",-86.032969,38.881719
0,Jackson Generating Station,55270,MI,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,643,171,472,Natural Gas,"map/?center=-84.3767,42.2488&level=14",-84.3767,42.2488
1,"Jackson Generation, LLC",62926,IL,IPP Non-CHP,CS,NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-88.110626,41.438536&level=14",-88.110626,41.438536
2,Jackson Legler Solar 1 LLC,65094,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.35037,40.06451&level=14",-74.35037,40.06451
3,Jackson Solar (CT),63240,CT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.904,41.583&level=14",-71.904,41.583
4,Jackson Solar Farm,61292,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.83,35.75&level=14",-77.83,35.75
5,"Jackson Solar WI, LLC",67729,FL,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-88.090547,43.308571&level=14",-88.090547,43.308571
6,Jackson Square,2134,MO,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-94.411522,39.094574&level=14",-94.411522,39.094574
7,Jacksonville Solar,57202,FL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.956377,30.320748&level=14",-81.956377,30.320748
8,Jacob Solar,59503,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.6214,36.2922&level=14",-79.6214,36.2922
9,Jacobi Medical Center,63646,NY,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-73.84737,40.85652&level=14",-73.84737,40.85652
0,Jacobson 5 MW Solar,60603,AZ,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-114.01183,35.304528&level=14",-114.01183,35.304528
1,Jacobstown,59185,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.582429,40.063743&level=14",-74.582429,40.063743
2,Jacumba Solar Farm,60947,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-116.12896,32.6212&level=14",-116.12896,32.6212
3,Jakana Solar,59170,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.081111,35.875278&level=14",-77.081111,35.875278
4,Jamaica Bay Peaking,56141,NY,IPP Non-CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-73.7622,40.6097&level=14",-73.7622,40.6097
5,James A Fitzpatrick,6110,NY,IPP Non-CHP,ST,NUC,Nuclear,196834,196834,0,Nuclear,"map/?center=-76.408394,43.52139&level=14",-76.408394,43.52139
6,James B Black,249,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-121.975182,40.992295&level=14",-121.975182,40.992295
7,James E. Rogers Energy Complex,2721,NC,Electric Utility,ST,NG,Natural Gas Steam Turbine,3636,1893,1746,Natural Gas,"map/?center=-81.7594,35.22&level=14",-81.7594,35.22
8,James H Miller Jr,6002,AL,Electric Utility,ST,SUB,Conventional Steam Coal,11055,2315,8740,Coal,"map/?center=-87.0597,33.6319&level=14",-87.0597,33.6319
9,James R Smith,1842,MI,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-87.410455,46.571639&level=14",-87.410455,46.571639
0,James River Power Station,2161,MO,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-93.261944,37.108611&level=14",-93.261944,37.108611
1,James W. Broderick Hydropower Plant,64123,CO,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-104.72,38.27&level=14",-104.72,38.27
2,Jameson Energy Center,59045,KS,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-100.830556,37.954722&level=14",-100.830556,37.954722
3,Jameson Gas Processing Plant,55052,TX,Industrial Non-CHP,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-100.6917,32.05&level=14",-100.6917,32.05
4,Jamestown,2801,ND,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-98.662183,46.905665&level=14",-98.662183,46.905665
5,"Jamesville Road Solar, LLC",62329,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.801491,35.845354&level=14",-76.801491,35.845354
6,Jamison Solar (FL),64631,FL,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.955676,27.806645&level=14",-81.955676,27.806645
7,Jamison Solar Farm,62396,SC,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.837105,33.57398&level=14",-80.837105,33.57398
8,Janesville,1982,MN,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-93.7073,44.1172&level=14",-93.7073,44.1172
9,Janiak,67619,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.587813,41.409555&level=14",-74.587813,41.409555
0,Janssen Ortho LLC,61659,PR,Industrial Non-CHP,"IC, PV","DFO, SUN",Multiple,,,,Other,"map/?center=-65.948302,18.244494&level=14",-65.948302,18.244494
1,Jarvis (Hinckley),808,NY,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-75.109,43.3121&level=14",-75.109,43.3121
2,Jarvis Street,6801,AK,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-135.3128,57.0497&level=14",-135.3128,57.0497
3,Jasper,55927,SC,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,1343,362,980,Natural Gas,"map/?center=-81.1242,32.3594&level=14",-81.1242,32.3594
4,"Java Solar, LLC",65965,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.81634,36.233522&level=14",-119.81634,36.233522
5,"Javelina Wind Energy II, LLC",60645,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-98.91,27.44&level=14",-98.91,27.44
6,"Javelina Wind Energy, LLC",60104,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-99,27.32&level=14",,27.32
7,Jax LNG,66392,FL,Commercial Non-CHP,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-81.557214,30.394298&level=14",-81.557214,30.394298
8,Jay County LFGTE,56464,IN,Electric Utility,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-85.088192,40.379703&level=14",-85.088192,40.379703
9,Jaybird,431,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-120.53176,38.83405&level=14",-120.53176,38.83405
0,Jayhawk Wind Energy Center,65129,KS,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.029817,37.704461&level=14",-95.029817,37.704461
1,Jean Duluth Solar,66743,MN,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.051994,46.87377&level=14",-92.051994,46.87377
2,Jeffco Community Solar Gardens LLC,60320,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-105.149694,39.859564&level=14",-105.149694,39.859564
3,Jefferies,3319,SC,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-79.990909,33.244404&level=14",-79.990909,33.244404
4,Jeffers Wind 20 LLC,56750,MN,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.2525,44.057778&level=14",-95.2525,44.057778
5,Jefferson Solar,62233,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.058122,34.349567&level=14",-80.058122,34.349567
6,Jefferson Solar,62024,CT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.162,41.656&level=14",-72.162,41.656
7,Jefferson Solar Park,59771,WI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-88.7992,43.0146&level=14",-88.7992,43.0146
8,Jefferson Torresdale Hospital,63023,PA,Commercial CHP,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-74.983057,40.071128&level=14",-74.983057,40.071128
9,Jefferson-Lewis BOCES Solar,60819,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.969805,43.970958&level=14",-75.969805,43.970958
0,Jeffrey,2227,NE,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-100.397905,40.959405&level=14",-100.397905,40.959405
1,Jeffrey Energy Center,6068,KS,Electric Utility,ST,SUB,Conventional Steam Coal,8388,594,7794,Coal,"map/?center=-96.117231,39.286453&level=14",-96.117231,39.286453
2,Jennings Energy Storage Facility,63998,FL,Electric Utility,BA,MWH,Batteries,,,,Other,"map/?center=-83.098058,30.603831&level=14",-83.098058,30.603831
3,Jericho Power,59070,NH,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-71.225,44.466944&level=14",-71.225,44.466944
4,Jericho Rise Wind Farm LLC,59629,NY,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-74.103333,44.888889&level=14",-74.103333,44.888889
5,Jersey City DWP,63530,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.087431,40.690025&level=14",-74.087431,40.690025
6,Jersey Gardens Phase 1,58653,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.173333,40.660833&level=14",-74.173333,40.660833
7,Jersey Gardens Phase 2,58654,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.173333,40.660833&level=14",-74.173333,40.660833
8,Jersey Holdings,60784,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.037483,34.564307&level=14",-79.037483,34.564307
9,Jersey Valley Geothermal Power Plant,57376,NV,IPP Non-CHP,BT,GEO,Geothermal,,,,Renewable Energy Sources,"map/?center=-117.4739,40.1808&level=14",-117.4739,40.1808
0,Jersey-Atlantic Wind Farm,56300,NJ,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-74.4475,39.382222&level=14",-74.4475,39.382222
1,Jessamine Solar,61944,SC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.390606,34.230544&level=14",-79.390606,34.230544
2,Jessica Mills LLC,55564,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-96.43,44.4278&level=14",-96.43,44.4278
3,Jester Solar,60290,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.8861,35.36118&level=14",-77.8861,35.36118
4,Jesup Plant,10560,GA,Industrial CHP,ST,BLQ,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-81.8439,31.6593&level=14",-81.8439,31.6593
5,Jetmore,1292,KS,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-99.893587,38.080332&level=14",-99.893587,38.080332
6,Jett Creek Windfarm (Burnt River),59490,OR,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-117.273889,44.425&level=14",-117.273889,44.425
7,Jewett City 1,57602,CT,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-71.9825,41.6041&level=14",-71.9825,41.6041
8,Jewish Community Center PV,58292,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-111.924722,33.603056&level=14",-111.924722,33.603056
9,Jicarilla Solar 1 LLC,66163,NM,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-107.277627,36.316748&level=14",-107.277627,36.316748
0,Jicarilla Solar 2,65103,NM,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-107.171233,36.141053&level=14",-107.171233,36.141053
1,Jim Bridger,8066,WY,Electric Utility,ST,SUB,Conventional Steam Coal,4896,0,4896,Coal,"map/?center=-108.7875,41.7378&level=14",-108.7875,41.7378
2,Jim Falls,4008,WI,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-91.274,45.051&level=14",-91.274,45.051
3,Jiminy Peak Wind QF,62570,MA,Commercial Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-73.292632,42.543748&level=14",-73.292632,42.543748
4,Jobos,61171,PR,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-66.1398,17.9602&level=14",-66.1398,17.9602
5,Jocassee,3262,SC,Electric Utility,PS,WAT,Hydroelectric Pumped Storage,,,,Renewable Energy Sources,"map/?center=-82.9147,34.9594&level=14",-82.9147,34.9594
6,Joe Jenny,64573,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.81539,42.10357&level=14",-71.81539,42.10357
7,Jogee Road Solar,66846,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.502206,41.399969&level=14",-74.502206,41.399969
8,"Johanna Energy Center, LLC",63843,CA,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-117.853984,33.715016&level=14",-117.853984,33.715016
9,John A Logan College Solar,61878,IL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-89.085297,37.750571&level=14",-89.085297,37.750571
0,John B Rich Memorial Power Station,10113,PA,IPP CHP,ST,WC,Conventional Steam Coal,,,,Coal,"map/?center=-76.1983,40.7903&level=14",-76.1983,40.7903
1,John C Boyle,3028,OR,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-122.0703,42.093611&level=14",-122.0703,42.093611
2,John Day,3082,OR,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-120.69408,45.71644&level=14",-120.69408,45.71644
3,John Deere Dubuque Works,54414,IA,Industrial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-90.6926,42.5734&level=14",-90.6926,42.5734
4,John E Amos,3935,WV,Electric Utility,ST,BIT,Conventional Steam Coal,4432,662,3771,Coal,"map/?center=-81.8233,38.4731&level=14",-81.8233,38.4731
5,John H Kerr,3833,VA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-78.3005,36.59943&level=14",-78.3005,36.59943
6,John H Warden,1772,MI,IPP Non-CHP,ST,WDS,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-88.4558,46.7553&level=14",-88.4558,46.7553
7,John Hopkins Middle School Microgrid,64752,FL,Electric Utility,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-82.654771,27.767931&level=14",-82.654771,27.767931
8,John L. Featherstone Plant,57475,CA,IPP Non-CHP,ST,GEO,Geothermal,,,,Renewable Energy Sources,"map/?center=-115.573303,33.204635&level=14",-115.573303,33.204635
9,John P Madgett,4271,WI,Electric Utility,ST,SUB,Conventional Steam Coal,85903,85903,0,Coal,"map/?center=-91.912647,44.303583&level=14",-91.912647,44.303583
0,John R Kelly,664,FL,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-82.3208,29.6461&level=14",-82.3208,29.6461
1,John S Rainey,7834,SC,Electric Utility,"CA, CT, GT",NG,Multiple,780,89,691,Other,"map/?center=-82.774478,34.347734&level=14",-82.774478,34.347734
2,John Sevier,3405,TN,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,903,259,653,Natural Gas,"map/?center=-82.9639,36.3767&level=14",-82.9639,36.3767
3,John Twitty Energy Center,6195,MO,Electric Utility,"GT, ST","NG, SUB",Multiple,1554,210,1345,Other,"map/?center=-93.38804,37.151706&level=14",-93.38804,37.151706
4,John W Turk Jr Power Plant,56564,AR,Electric Utility,ST,SUB,Conventional Steam Coal,1774,196,1584,Coal,"map/?center=-93.811944,33.649722&level=14",-93.811944,33.649722
5,Johnson,6579,KS,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-101.751065,37.566881&level=14",-101.751065,37.566881
6,Johnson 1,2228,NE,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-99.8178,40.6936&level=14",-99.8178,40.6936
7,Johnson 1 Community Solar,61686,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.815184,45.483155&level=14",-92.815184,45.483155
8,Johnson 2,2229,NE,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-99.7447,40.6839&level=14",-99.7447,40.6839
9,Johnson CSG 1,64991,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.815639,45.485222&level=14",-92.815639,45.485222
0,Johnson CSG 2,66030,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.8501,45.4895&level=14",-92.8501,45.4895
1,Johnson Co. Solar RES,59990,IN,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-86.068353,39.518026&level=14",-86.068353,39.518026
2,Johnson Corner Solar 1,62993,KS,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-101.799234,37.547002&level=14",-101.799234,37.547002
3,Johnson County,54817,TX,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,350,65,280,Natural Gas,"map/?center=-97.4078,32.3994&level=14",-97.4078,32.3994
4,Johnson County Hills Solar,64985,IA,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.54302,41.57232&level=14",-91.54302,41.57232
5,Johnson Falls,4067,WI,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-88.1603,45.2875&level=14",-88.1603,45.2875
6,Johnson II Community Solar,61695,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.854173,45.491965&level=14",-92.854173,45.491965
7,"Johnson Matthey, Inc. Solar",57723,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.219722,39.825278&level=14",-75.219722,39.825278
8,Johnson Solar CSG,61380,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-96.187032,43.912138&level=14",-96.187032,43.912138
9,Johnsonburg Mill,54638,PA,Industrial CHP,ST,BLQ,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-78.675759,41.491466&level=14",-78.675759,41.491466
0,Johnsonville,3406,TN,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-87.9861,36.0278&level=14",-87.9861,36.0278
1,Johnsonville Dam,2580,NY,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-73.508886,42.920374&level=14",-73.508886,42.920374
2,Johnston LFG Turbine Plant,59254,RI,IPP Non-CHP,"CA, CT",LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-71.523333,41.803333&level=14",-71.523333,41.803333
3,Johnston Solar,59858,RI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.559472,41.800906&level=14",-71.559472,41.800906
4,Johnstown,61888,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.314787,42.999179&level=14",-74.314787,42.999179
5,"Johnstown Solar 1, LLC",63013,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.3228,43.0724&level=14",-74.3228,43.0724
6,Joliet 29,384,IL,IPP Non-CHP,--,--,--,69313,69313,--,Other,"map/?center=-88.123827,41.494636&level=14",-88.123827,41.494636
7,Joliet 9,874,IL,IPP Non-CHP,--,--,--,--,--,--,Other,"map/?center=-88.1153,41.4931&level=14",-88.1153,41.4931
8,Jones,3482,TX,Electric Utility,"GT, ST",NG,Multiple,986,0,986,Other,"map/?center=-101.7392,33.5239&level=14",-101.7392,33.5239
9,Jones Bluff,6131,AL,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-86.784319,32.324242&level=14",-86.784319,32.324242
0,Jones Dairy,67386,WI,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-88.847859,42.919279&level=14",-88.847859,42.919279
1,Jones Fork,534,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-120.381883,38.850283&level=14",-120.381883,38.850283
2,Jones Street,2290,NE,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-95.922682,41.251488&level=14",-95.922682,41.251488
3,Jonesboro CWL Solar Park,67487,AR,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-90.578666,35.814274&level=14",-90.578666,35.814274
4,Jonesboro City Water & Light Plant,56505,AR,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-90.725377,35.848561&level=14",-90.725377,35.848561
5,Jordache Enterprises Solar,58049,NJ,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.40836,40.55569&level=14",-74.40836,40.55569
6,"Jordan Creek Wind Farm, LLC",63389,IN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-87.399818,40.381614&level=14",-87.399818,40.381614
7,Jordan Dam,13,AL,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-86.2548,32.6189&level=14",-86.2548,32.6189
8,Jordan Energy-DFA Middlebury Center Plan,66730,PA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.2759,41.838&level=14",-77.2759,41.838
9,Jordan Hydroelectric Project,58390,NC,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-79.068333,35.654722&level=14",-79.068333,35.654722
0,Jordanelle Dam Hydroelectric Project,61853,UT,Commercial Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-111.423589,40.596605&level=14",-111.423589,40.596605
1,Joseph J Seymour Power Project,7910,NY,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-74,40.6631&level=14",,40.6631
