POP100,GEOID,CENTLAT,AREAWATER,STATE,BASENAME,OID,LSADC,FUNCSTAT,INTPTLAT,NAME,OBJECTID,TRACT,CENTLON,HU100,AREALAND,INTPTLON,MTFCC,UR,COUNTY
4074,41051002303,+45.5343194,221373,41,23.03,207903716946498,CT,S,+45.5338800,Census Tract 23.03,42832,002303,-122.6674104,2765,1981286,-122.6671541,G5020,U,051
4221,41003010702,+44.5647662,0,41,107.02,207903716965686,CT,S,+44.5647662,Census Tract 107.02,35238,010702,-123.2928736,1020,3474421,-123.2928736,G5020,M,003
4156,16083001600,+42.3089875,9856292,16,16,2079015482174221,CT,S,+42.3062429,Census Tract 16,6686,001600,-114.6750633,1553,4059030933,-114.6702624,G5020,R,083
4892,41059950500,+45.6177509,0,41,9505,20790448396577,CT,S,+45.6177509,Census Tract 9505,55719,950500,-119.1129573,2051,1073211597,-119.1129573,G5020,M,059
4651,41035972000,+42.2605929,5161803,41,9720,20790528649185,CT,S,+42.2620820,Census Tract 9720,61672,972000,-121.7984741,1893,17762344,-121.7985619,G5020,M,035
5997,41003000900,+44.5846545,0,41,9,20790248565388,CT,S,+44.5846545,Census Tract 9,43640,000900,-123.3116193,2819,9591548,-123.3116193,G5020,M,003
7748,37159051001,+35.5316682,203829,37,510.01,20790164123925,CT,S,+35.5323035,Census Tract 510.01,81946,051001,-080.4023298,3226,62650864,-080.4019781,G5020,M,159
4875,72071410403,+18.4850199,11530,72,4104.03,2079015489461700,CT,S,+18.4856437,Census Tract 4104.03,25322,410403,-067.0513721,2302,11692566,-067.0497649,G5020,U,071
1611,19001960200,+41.2402688,1098841,19,9602,20790328763062,CT,S,+41.2403358,Census Tract 9602,37019,960200,-094.4593481,801,666068486,-094.4634803,G5020,R,001
1701,40099790702,+34.4394272,4852430,40,7907.02,2079015501466100,CT,S,+34.4353458,Census Tract 7907.02,41662,790702,-097.1974275,911,396172152,-097.1982922,G5020,R,099
3226,36039080100,+42.4189790,4145980,36,801,20790720143574,CT,S,+42.4198465,Census Tract 801,84017,080100,-073.8587599,1587,107278764,-073.8623814,G5020,M,039
3888,27145010401,+45.6260904,6023325,27,104.01,20790422042234,CT,S,+45.6300711,Census Tract 104.01,35482,010401,-094.4453527,1584,84516034,-094.4367030,G5020,R,145
7006,06029006202,+35.1766187,755424,06,62.02,207901065616609,CT,S,+35.1821665,Census Tract 62.02,53753,006202,-118.8832910,1635,374992924,-118.8856972,G5020,M,029
7006,06029006202,+35.1766187,755424,06,62.02,207901065616609,CT,S,+35.1821665,Census Tract 62.02,53753,006202,-118.8832910,1635,374992924,-118.8856972,G5020,M,029
5845,12095016902,+28.4589137,501139,12,169.02,20790359438912,CT,S,+28.4584362,Census Tract 169.02,65248,016902,-081.4145274,2022,9854751,-081.4148412,G5020,U,095
756,06025012400,+33.0950269,214373966,06,124,207901284157369,CT,S,+33.2009050,Census Tract 124,62752,012400,-115.0460540,1184,5771538242,-115.1076072,G5020,R,025
756,06025012400,+33.0950269,214373966,06,124,207901284157369,CT,S,+33.2009050,Census Tract 124,62752,012400,-115.0460540,1184,5771538242,-115.1076072,G5020,R,025
756,06025012400,+33.0950269,214373966,06,124,207901284157369,CT,S,+33.2009050,Census Tract 124,62752,012400,-115.0460540,1184,5771538242,-115.1076072,G5020,R,025
5213,06111004715,+34.1390396,663929,06,47.15,207903717193997,CT,S,+34.1408820,Census Tract 47.15,72632,004715,-119.1459117,1282,25120637,-119.1490764,G5020,M,111
1047,06019008402,+36.8678060,2079945,06,84.02,20790148950916,CT,S,+36.8689002,Census Tract 84.02,15895,008402,-120.6593286,348,452663714,-120.6584593,G5020,R,019
4049,23019006100,+44.8764301,1291512,23,61,20790105061109,CT,S,+44.8741747,Census Tract 61,45212,006100,-068.6690600,1873,5425663,-068.6710207,G5020,M,019
4049,23019006100,+44.8764301,1291512,23,61,20790105061109,CT,S,+44.8741747,Census Tract 61,45212,006100,-068.6690600,1873,5425663,-068.6710207,G5020,M,019
3508,06007003002,+39.4782270,294756,06,30.02,207903717248911,CT,S,+39.4826967,Census Tract 30.02,36512,003002,-121.5624361,1257,16689814,-121.5599592,G5020,M,007
7138,42001031600,+39.7686884,464876,42,316,20790206358791,CT,S,+39.7686313,Census Tract 316,81624,031600,-077.3374207,2965,123495549,-077.3439936,G5020,R,001
1283,39169001200,+40.8456034,0,39,12,20790379941243,CT,S,+40.8456034,Census Tract 12,79751,001200,-081.7685255,565,1744990,-081.7685255,G5020,U,169
1394,39169001100,+40.8446055,14898,39,11,20790379941252,CT,S,+40.8464373,Census Tract 11,55127,001100,-081.7451306,638,19965699,-081.7462490,G5020,M,169
2799,06059032064,+33.5184948,0,06,320.64,2079015682167890,CT,S,+33.5184948,Census Tract 320.64,29383,032064,-117.5437029,1079,97753255,-117.5437029,G5020,M,059
3854,19131560300,+43.2766285,0,19,5603,20790495330040,CT,S,+43.2766285,Census Tract 5603,19489,560300,-092.8119910,1912,16122834,-092.8119910,G5020,R,131
2970,20139010400,+38.6284643,200757,20,104,20790356592329,CT,S,+38.6282157,Census Tract 104,79961,010400,-095.8269409,1386,20154721,-095.8265932,G5020,R,139
2161,29131962701,+38.2342705,6597369,29,9627.01,2079015503770595,CT,S,+38.2333301,Census Tract 9627.01,65317,962701,-092.6619597,2249,23400520,-092.6665612,G5020,R,131
1220,40113940011,+36.8317755,19562366,40,9400.11,20790731412479,CT,S,+36.8290647,Census Tract 9400.11,34654,940011,-096.6110580,591,1095631578,-096.6110481,G5020,R,113
5351,20121100700,+38.4865104,1786839,20,1007,20790351142495,CT,S,+38.4868681,Census Tract 1007,75344,100700,-095.0047341,2261,125429773,-095.0047620,G5020,R,121
5351,20121100700,+38.4865104,1786839,20,1007,20790351142495,CT,S,+38.4868681,Census Tract 1007,75344,100700,-095.0047341,2261,125429773,-095.0047620,G5020,R,121
5351,20121100700,+38.4865104,1786839,20,1007,20790351142495,CT,S,+38.4868681,Census Tract 1007,75344,100700,-095.0047341,2261,125429773,-095.0047620,G5020,R,121
5351,20121100700,+38.4865104,1786839,20,1007,20790351142495,CT,S,+38.4868681,Census Tract 1007,75344,100700,-095.0047341,2261,125429773,-095.0047620,G5020,R,121
3807,29063080200,+39.8719267,5616122,29,802,2079077564203,CT,S,+39.8714660,Census Tract 802,22118,080200,-094.4955369,1762,549599813,-094.4998991,G5020,R,063
3500,20141474100,+39.3502248,4806274,20,4741,2079058366185,CT,S,+39.3482608,Census Tract 4741,5428,474100,-098.7679931,2044,2311604929,-098.7679416,G5020,R,141
3818,05093011000,+35.7061541,991799,05,110,2079086077393,CT,S,+35.7064489,Census Tract 110,24991,011000,-089.9662358,1959,23788522,-089.9657962,G5020,M,093
3701,12097043802,+27.9226907,272180716,12,438.02,2079015496782565,CT,S,+27.9135588,Census Tract 438.02,2804,043802,-081.0856246,1768,1904619227,-081.0731187,G5020,R,097
3701,12097043802,+27.9226907,272180716,12,438.02,2079015496782565,CT,S,+27.9135588,Census Tract 438.02,2804,043802,-081.0856246,1768,1904619227,-081.0731187,G5020,R,097
