POP100,GEOID,CENTLAT,AREAWATER,STATE,BASENAME,OID,LSADC,FUNCSTAT,INTPTLAT,NAME,OBJECTID,TRACT,CENTLON,HU100,AREALAND,INTPTLON,MTFCC,UR,COUNTY
2633,36047015300,+40.6681002,0,36,153,20790298080932,CT,S,+40.6681002,Census Tract 153,47132,015300,-073.9805759,1252,150477,-073.9805759,G5020,U,047
3582,25027710300,+42.5748442,337594,25,7103,20790515417406,CT,S,+42.5752321,Census Tract 7103,51665,710300,-071.8465653,1409,12034624,-071.8473054,G5020,M,027
10,34013980200,+40.6980527,2993500,34,9802,207903716653207,CT,S,+40.6956552,Census Tract 9802,58873,980200,-074.1548489,8,15536164,-074.1568191,G5020,U,013
3265,26095960100,+46.4069325,10509351,26,9601,20790692282990,CT,S,+46.3987452,Census Tract 9601,50314,960100,-085.4214968,1910,675580545,-085.4449347,G5020,R,095
2973,06071010300,+35.1618211,6351750,06,103,207901321957773,CT,S,+35.1478612,Census Tract 103,29611,010300,-115.8899595,1590,18005085395,-115.8783789,G5020,R,071
4317,06061020502,+38.8571409,917613,06,205.02,207903716797983,CT,S,+38.8567146,Census Tract 205.02,44918,020502,-121.0977516,1870,26617928,-121.0997167,G5020,M,061
4530,36109001000,+42.4124044,270721,36,10,20790699427762,CT,S,+42.4178534,Census Tract 10,53222,001000,-076.5509328,2387,31123905,-076.5536216,G5020,M,109
2939,33009961201,+43.6089135,1241632,33,9612.01,2079015488640613,CT,S,+43.6091053,Census Tract 9612.01,11752,961201,-071.7182671,1697,40595387,-071.7184622,G5020,R,009
3767,48481740600,+29.2354094,5042053,48,7406,20790383086194,CT,S,+29.2399484,Census Tract 7406,83109,740600,-095.9830673,1564,345204321,-095.9857309,G5020,R,481
2304,53073010103,+48.8101995,105473658,53,101.03,2079015692406167,CT,S,+48.8211210,Census Tract 101.03,1186,010103,-121.4263965,1627,3783901223,-121.3126395,G5020,R,073
1476,02164000100,+58.2265876,25989695209,02,1,2079045769711,CT,S,+58.1085067,Census Tract 1,3266,000100,-156.6570897,1469,61724164724,-156.4134134,G5020,R,164
4878,33015107500,+43.0648128,18391049,33,1075,207903708875118,CT,S,+43.0501941,Census Tract 1075,72692,107500,-070.8421599,2001,48157323,-070.8580762,G5020,M,015
4878,33015107500,+43.0648128,18391049,33,1075,207903708875118,CT,S,+43.0501941,Census Tract 1075,72692,107500,-070.8421599,2001,48157323,-070.8580762,G5020,M,015
4878,33015107500,+43.0648128,18391049,33,1075,207903708875118,CT,S,+43.0501941,Census Tract 1075,72692,107500,-070.8421599,2001,48157323,-070.8580762,G5020,M,015
4878,33015107500,+43.0648128,18391049,33,1075,207903708875118,CT,S,+43.0501941,Census Tract 1075,72692,107500,-070.8421599,2001,48157323,-070.8580762,G5020,M,015
8205,48141010210,+31.9568161,16370,48,102.10,207903717292064,CT,S,+31.9506694,Census Tract 102.10,61255,010210,-106.4337129,2871,11062517,-106.4335175,G5020,M,141
753,42101038100,+40.0176973,1644074,42,381,207903717001618,CT,S,+40.0189334,Census Tract 381,14648,038100,-075.0396407,321,3322102,-075.0399564,G5020,U,101
8205,48141010210,+31.9568161,16370,48,102.10,207903717292064,CT,S,+31.9506694,Census Tract 102.10,61255,010210,-106.4337129,2871,11062517,-106.4335175,G5020,M,141
2017,50019951400,+44.9318591,1854669,50,9514,20790490599114,CT,S,+44.9294851,Census Tract 9514,71529,951400,-072.1954974,801,6930487,-072.1995624,G5020,R,019
4355,36043011400,+43.1729555,2273683,36,114,20790720771006,CT,S,+43.1717791,Census Tract 114,85021,011400,-074.9632371,1998,281955763,-074.9629101,G5020,R,043
5886,51139030500,+38.5208443,2391412,51,305,20790756415534,CT,S,+38.5211483,Census Tract 305,60800,030500,-078.5756392,2796,227463929,-078.5776630,G5020,R,139
2941,05067480402,+35.6582766,1333915,05,4804.02,2079015482187669,CT,S,+35.6583736,Census Tract 4804.02,2226,480402,-091.1228350,413,217753094,-091.1210728,G5020,R,067
3786,17079977500,+38.9407964,8633809,17,9775,20790585399946,CT,S,+38.9431883,Census Tract 9775,33043,977500,-088.1700186,1673,706085283,-088.1789046,G5020,R,079
1154,37163970201,+35.2483455,127562,37,9702.01,2079015502446583,CT,S,+35.2558218,Census Tract 9702.01,12614,970201,-078.3639474,516,34341240,-078.3631439,G5020,R,163
4602,25017374700,+42.3507102,175947,25,3747,20790260103640,CT,S,+42.3500310,Census Tract 3747,80378,374700,-071.2482276,1848,2372489,-071.2482919,G5020,U,017
2414,25003935100,+42.5062764,1054423,25,9351,20790225531971,CT,S,+42.5040963,Census Tract 9351,36290,935100,-073.3119419,2009,175734433,-073.3159811,G5020,M,003
4954,50001960400,+44.0923428,38604401,50,9604,20790554292884,CT,S,+44.0870615,Census Tract 9604,33323,960400,-073.2676581,2409,322017686,-073.2671642,G5020,M,001
4902,06019007802,+36.3151691,0,06,78.02,207903717087325,CT,S,+36.3151691,Census Tract 78.02,82346,007802,-120.0929313,1268,523797959,-120.0929313,G5020,M,019
3987,40071001302,+36.8899889,1225927,40,13.02,207903356319315,CT,S,+36.8913448,Census Tract 13.02,68944,001302,-097.2992288,2080,645419190,-097.2913166,G5020,M,071
4574,25017324102,+42.5471992,1022605,25,3241.02,207903709897541,CT,S,+42.5490095,Census Tract 3241.02,40408,324102,-071.5091231,1720,20100092,-071.5055474,G5020,M,017
3856,51161031000,+37.2270565,313840,51,310,20790675789241,CT,S,+37.2252192,Census Tract 310,47410,031000,-079.8892629,1712,37146988,-079.8816332,G5020,M,161
3984,09003471500,+41.8534049,42414,09,4715,20790332016602,CT,S,+41.8448072,Census Tract 4715,5318,471500,-072.7151271,1871,16750558,-072.7154417,G5020,U,003
3696,06071002306,+34.1281840,0,06,23.06,207903716835857,CT,S,+34.1281840,Census Tract 23.06,65465,002306,-117.4156002,998,5070969,-117.4156002,G5020,U,071
4236,48187210200,+29.5851053,0,48,2102,20790475827499,CT,S,+29.5851053,Census Tract 2102,60216,210200,-097.9756787,1607,5425008,-097.9756787,G5020,U,187
5968,06077003803,+37.8842448,196254,06,38.03,2079018476057,CT,S,+37.8833641,Census Tract 38.03,10478,003803,-121.2705714,1193,44044581,-121.2703008,G5020,M,077
2194,36063022601,+43.1258889,0,36,226.01,20790494565235,CT,S,+43.1258889,Census Tract 226.01,53856,022601,-079.0004347,1003,9036817,-079.0004347,G5020,M,063
3781,29029950802,+37.9397625,4380832,29,9508.02,2079015482388630,CT,S,+37.9312340,Census Tract 9508.02,41613,950802,-092.7640540,1981,215472086,-092.7662508,G5020,M,029
6427,48375014300,+35.4264043,30183300,48,143,20790135719054,CT,S,+35.4137864,Census Tract 143,46499,014300,-101.9094161,2554,2043233058,-101.9113636,G5020,M,375
9369,37081017200,+36.0274550,1271867,37,172,20790320920670,CT,S,+36.0327205,Census Tract 172,64133,017200,-079.6162249,3831,103604481,-079.6124744,G5020,M,081
5554,47115050301,+35.0192506,4017181,47,503.01,207903717251168,CT,S,+35.0181901,Census Tract 503.01,69490,050301,-085.6886361,2563,72598073,-085.6583324,G5020,M,115
3625,06029004500,+35.6479155,8434995,06,45,207901065264164,CT,S,+35.6497752,Census Tract 45,51623,004500,-119.7675649,934,2333803672,-119.7746623,G5020,R,029
2673,37061090705,+34.7396038,420712,37,907.05,2079015501858614,CT,S,+34.7400900,Census Tract 907.05,9246,090705,-077.9713869,1203,21957954,-077.9711159,G5020,R,061
2673,37061090705,+34.7396038,420712,37,907.05,2079015501858614,CT,S,+34.7400900,Census Tract 907.05,9246,090705,-077.9713869,1203,21957954,-077.9711159,G5020,R,061
3064,06107004301,+35.8412622,0,06,43.01,2079015748637924,CT,S,+35.8412622,Census Tract 43.01,13991,004301,-119.1519854,786,199640545,-119.1519854,G5020,R,107
3428,27103480100,+44.3757740,24833257,27,4801,20790246366910,CT,S,+44.3699184,Census Tract 4801,46730,480100,-094.4190143,1434,523790594,-094.4175865,G5020,R,103
3428,27103480100,+44.3757740,24833257,27,4801,20790246366910,CT,S,+44.3699184,Census Tract 4801,46730,480100,-094.4190143,1434,523790594,-094.4175865,G5020,R,103
5692,02122000200,+60.8278005,1909569338,02,2,2079045664703,CT,S,+60.8348105,Census Tract 2,81068,000200,-150.7370716,2593,2280601824,-150.7242228,G5020,M,122
3499,06025010101,+33.1907912,954069,06,101.01,207903717080838,CT,S,+33.1874151,Census Tract 101.01,53719,010101,-115.4689709,161,379172003,-115.4628640,G5020,R,025
4408,39155933302,+41.1487872,113210,39,9333.02,20790375080633,CT,S,+41.1508528,Census Tract 9333.02,30673,933302,-080.7429914,1859,14759587,-080.7377620,G5020,U,155
3396,39155932802,+41.1743232,40384,39,9328.02,207903714711735,CT,S,+41.1737527,Census Tract 9328.02,74303,932802,-080.7713986,1611,5968127,-080.7717824,G5020,M,155
4647,06067008005,+38.6504913,509152,06,80.05,20790753125921,CT,S,+38.6479246,Census Tract 80.05,45101,008005,-121.2128707,1906,5686252,-121.2083958,G5020,M,067
835,53005011600,+46.0146227,90837515,53,116,20790228669118,CT,S,+45.9962707,Census Tract 116,42591,011600,-119.4719761,337,1547789604,-119.4842925,G5020,R,005
4115,53063010508,+47.7922923,323369,53,105.08,2079015503718491,CT,S,+47.7898700,Census Tract 105.08,27988,010508,-117.4782887,1530,64863942,-117.5017593,G5020,M,063
4224,22051028200,+29.9293159,5004031,22,282,207903717987244,CT,S,+29.9227436,Census Tract 282,21561,028200,-090.1609013,1866,14167424,-090.1622868,G5020,U,051
2635,36075021504,+43.4928500,7835158,36,215.04,2079015503640357,CT,S,+43.4985769,Census Tract 215.04,45216,021504,-076.4163994,1291,48694021,-076.4237970,G5020,M,075
5614,55025001502,+43.0359631,1225155,55,15.02,20790689279634,CT,S,+43.0355094,Census Tract 15.02,80747,001502,-089.3504533,2567,9577557,-089.3447908,G5020,M,025
1917,20151968600,+37.6481650,1147104,20,9686,20790110702203,CT,S,+37.7376174,Census Tract 9686,84634,968600,-098.7392841,985,1832748020,-098.5988030,G5020,R,151
2925,26007000400,+45.0680278,3729779,26,4,2079054159387,CT,S,+45.0673000,Census Tract 4,5580,000400,-083.4131591,1477,4900069,-083.4114597,G5020,U,007
571,53015980000,+46.1057415,11316525,53,9800,2079015643785636,CT,S,+46.1031345,Census Tract 9800,18111,980000,-122.9291747,315,25337824,-122.9289371,G5020,M,015
3461,37101040600,+35.4599216,96872,37,406,20790154016986,CT,S,+35.4574321,Census Tract 406,11249,040600,-078.2986359,1540,95841634,-078.2964396,G5020,M,101
4508,29043020201,+37.0558318,534108,29,202.01,20790256145008,CT,S,+37.0537493,Census Tract 202.01,41989,020201,-093.3598218,1749,53506017,-093.3554730,G5020,M,043
4079,08075966400,+40.6183200,518,08,9664,20790354384162,CT,S,+40.6184514,Census Tract 9664,52119,966400,-102.9113051,687,1845063560,-102.9030577,G5020,M,075
4691,02188000100,+67.0149166,10945757461,02,1,2079051359168,CT,S,+67.0050655,Census Tract 1,49984,000100,-159.9824860,1696,91704810453,-160.0210864,G5020,R,188
4000,29077005100,+37.3484419,0,29,51,20790269639142,CT,S,+37.3484419,Census Tract 51,79205,005100,-093.3803424,1675,126728108,-093.3803424,G5020,M,077
3068,27105105200,+43.7157574,905015,27,1052,20790290483827,CT,S,+43.7153825,Census Tract 1052,32071,105200,-095.9306834,1327,576928912,-095.9213873,G5020,R,105
3311,48121020206,+33.2699284,1524730,48,202.06,2079015504201424,CT,S,+33.2698101,Census Tract 202.06,44125,020206,-097.3307233,1241,127004413,-097.3383527,G5020,M,121
3068,27105105200,+43.7157574,905015,27,1052,20790290483827,CT,S,+43.7153825,Census Tract 1052,32071,105200,-095.9306834,1327,576928912,-095.9213873,G5020,R,105
2728,27105105100,+43.7274249,6256195,27,1051,20790290483899,CT,S,+43.7253796,Census Tract 1051,32068,105100,-095.6328151,1223,751054924,-095.6233171,G5020,M,105
7344,18057110505,+40.0783442,447672,18,1105.05,207903711719570,CT,S,+40.0762820,Census Tract 1105.05,20814,110505,-085.9844989,2562,24278535,-085.9865038,G5020,M,057
5479,35013001707,+31.8115027,0,35,17.07,207903717483617,CT,S,+31.8115027,Census Tract 17.07,67072,001707,-106.6018838,1652,5771127,-106.6018838,G5020,M,013
5168,29147470500,+40.3157338,786403,29,4705,20790409754306,CT,S,+40.3233480,Census Tract 4705,28554,470500,-094.7442179,2041,833630054,-094.7426572,G5020,M,147
1674,25003925101,+42.2454687,329653,25,9251.01,2079015504637359,CT,S,+42.2519149,Census Tract 9251.01,27999,925101,-073.3561307,851,11073342,-073.3599160,G5020,R,003
2897,05143010112,+36.0414417,1348883,05,101.12,2079015482309058,CT,S,+36.0352900,Census Tract 101.12,13329,010112,-093.9836094,1240,126303788,-093.9829492,G5020,R,143
5809,48187210902,+29.5609676,993403,48,2109.02,20790475827450,CT,S,+29.5664023,Census Tract 2109.02,61134,210902,-097.8928858,2570,86275613,-097.8924798,G5020,M,187
2304,53073010103,+48.8101995,105473658,53,101.03,2079015692406167,CT,S,+48.8211210,Census Tract 101.03,1186,010103,-121.4263965,1627,3783901223,-121.3126395,G5020,R,073
4691,02188000100,+67.0149166,10945757461,02,1,2079051359168,CT,S,+67.0050655,Census Tract 1,49984,000100,-159.9824860,1696,91704810453,-160.0210864,G5020,R,188
8671,41017001200,+44.0995772,118350,41,12,20790256622036,CT,S,+44.0982176,Census Tract 12,78420,001200,-121.1360404,3290,253625654,-121.1228485,G5020,M,017
2012,41035970201,+42.7279479,24619990,41,9702.01,2079015621975964,CT,S,+42.7277508,Census Tract 9702.01,18065,970201,-121.5207409,1251,3844083080,-121.5223577,G5020,R,035
4697,41059950900,+45.8931018,5700821,41,9509,20790448396580,CT,S,+45.8862108,Census Tract 9509,55716,950900,-119.3613175,1655,63551748,-119.3877942,G5020,M,059
5525,09003484200,+41.9009425,169589,09,4842,20790332017030,CT,S,+41.8979371,Census Tract 4842,43597,484200,-072.5425224,2534,34472508,-072.5459588,G5020,M,003
5525,09003484200,+41.9009425,169589,09,4842,20790332017030,CT,S,+41.8979371,Census Tract 4842,43597,484200,-072.5425224,2534,34472508,-072.5459588,G5020,M,003
4264,09001044300,+41.0979693,1198786,09,443,20790698077967,CT,S,+41.0974627,Census Tract 443,81638,044300,-073.3931084,1855,3883905,-073.3910746,G5020,U,001
4160,06037113303,+34.2438253,7269,06,1133.03,207901115295602,CT,S,+34.2436235,Census Tract 1133.03,27730,113303,-118.5787490,1454,4088551,-118.5775956,G5020,U,037
4453,36089490600,+44.8320285,2599602,36,4906,20790698127986,CT,S,+44.8378883,Census Tract 4906,53986,490600,-074.9467737,2073,146955090,-074.9357399,G5020,M,089
5110,05005950500,+36.1545984,18171531,05,9505,20790699147005,CT,S,+36.1504202,Census Tract 9505,39337,950500,-092.3155898,2827,621262002,-092.3214863,G5020,R,005
10117,51095080402,+37.3655508,2061008,51,804.02,207901035041896,CT,S,+37.3719218,Census Tract 804.02,81170,080402,-076.7896047,4322,36148595,-076.7843493,G5020,M,095
4215,40027201404,+35.1910523,358393,40,2014.04,207903711019277,CT,S,+35.1832537,Census Tract 2014.04,48086,201404,-097.3752861,2094,27449712,-097.3650452,G5020,M,027
2260,36001014611,+42.6912030,156119,36,146.11,20790735749114,CT,S,+42.6907181,Census Tract 146.11,22576,014611,-073.9349028,997,15856153,-073.9305259,G5020,M,001
6212,47001020901,+36.2102458,5179132,47,209.01,20790262647133,CT,S,+36.2087609,Census Tract 209.01,23089,020901,-084.0214971,2838,107926498,-084.0224895,G5020,M,001
8688,36047055500,+40.7180846,0,36,555,20790298068352,CT,S,+40.7180846,Census Tract 555,48474,055500,-073.9632608,4922,261669,-073.9632608,G5020,U,047
3059,37083931000,+36.2662173,296036,37,9310,20790503210309,CT,S,+36.2733034,Census Tract 9310,38467,931000,-077.5351575,1194,337828910,-077.5165168,G5020,R,083
1462,25003921400,+42.6710914,138318,25,9214,207903027736666,CT,S,+42.6755651,Census Tract 9214,29186,921400,-073.1036970,863,17962803,-073.1181140,G5020,M,003
3360,42013011001,+40.4276461,158181,42,110.01,20790207561639,CT,S,+40.4192092,Census Tract 110.01,35250,011001,-078.5105417,1554,124251417,-078.5153904,G5020,M,013
4985,51109950102,+37.9472626,12443347,51,9501.02,2079015486670430,CT,S,+37.9422749,Census Tract 9501.02,2061,950102,-077.8688612,2600,215293097,-077.8689182,G5020,R,109
11656,06095252317,+38.2939461,300693,06,2523.17,207903717108029,CT,S,+38.2957010,Census Tract 2523.17,32339,252317,-121.9698366,3452,31367219,-121.9700420,G5020,M,095
1262,46069976700,+44.5467551,14541548,46,9767,207903691827454,CT,S,+44.5371743,Census Tract 9767,79669,976700,-099.4870869,626,2229019814,-099.4727359,G5020,R,069
4228,34017014600,+40.8027408,338849,34,146,20790460506423,CT,S,+40.8046906,Census Tract 146,27488,014600,-074.0264518,1568,5210137,-074.0290786,G5020,U,017
6703,27025110302,+45.4908186,57445,27,1103.02,207903673894332,CT,S,+45.4902960,Census Tract 1103.02,37822,110302,-092.9601514,2475,44032289,-092.9629034,G5020,M,025
802,06025010300,+32.9814152,338212,06,103,207901284157358,CT,S,+32.9827303,Census Tract 103,63520,010300,-115.4678246,297,467707929,-115.4711527,G5020,M,025
2175,23005016002,+44.0807957,6387574,23,160.02,2079015665441397,CT,S,+44.0747057,Census Tract 160.02,32398,016002,-070.6975439,1549,28488257,-070.6931871,G5020,R,005
4735,25027725100,+42.2694967,1756793,25,7251,20790515417576,CT,S,+42.2675643,Census Tract 7251,45454,725100,-072.0779427,2123,55085933,-072.0668759,G5020,M,027
2698,37165010501,+34.7543186,140828,37,105.01,2079015483507345,CT,S,+34.7591752,Census Tract 105.01,5815,010501,-079.5855795,1230,75216882,-079.5883267,G5020,M,165
3550,37165010502,+34.8197999,509605,37,105.02,2079015483507350,CT,S,+34.8269479,Census Tract 105.02,5816,010502,-079.5738594,1602,87137111,-079.5795378,G5020,R,165
6135,36005042100,+40.8814613,0,36,421,20790287344770,CT,S,+40.8814613,Census Tract 421,84936,042100,-073.8827340,2390,246182,-073.8827340,G5020,U,005
5509,06077004800,+37.9760896,899075,06,48,2079018475897,CT,S,+37.9808644,Census Tract 48,29149,004800,-121.0353817,2011,363693414,-121.0367450,G5020,R,077
3613,17097863004,+42.3046642,0,17,8630.04,207903716896195,CT,S,+42.3046642,Census Tract 8630.04,46744,863004,-087.8642654,1661,4440910,-087.8642654,G5020,U,097
6228,06073008350,+32.8914562,0,06,83.50,20790676340325,CT,S,+32.8914562,Census Tract 83.50,57328,008350,-117.1716869,2243,15528713,-117.1716869,G5020,U,073
6228,06073008350,+32.8914562,0,06,83.50,20790676340325,CT,S,+32.8914562,Census Tract 83.50,57328,008350,-117.1716869,2243,15528713,-117.1716869,G5020,U,073
4285,36103122706,+40.7701796,0,36,1227.06,20790498691497,CT,S,+40.7701796,Census Tract 1227.06,62371,122706,-073.3263973,1526,1609118,-073.3263973,G5020,U,103
4338,31001965500,+40.6141052,506937,31,9655,20790411605487,CT,S,+40.6157318,Census Tract 9655,9906,965500,-098.4009515,1882,10482283,-098.3977161,G5020,M,001
1563,36067015602,+43.0343422,105649,36,156.02,2079015504338551,CT,S,+43.0387080,Census Tract 156.02,30634,015602,-075.9361693,636,32043699,-075.9391853,G5020,M,067
3093,19157370500,+41.6060053,609153,19,3705,20790365970622,CT,S,+41.6042354,Census Tract 3705,36465,370500,-092.4364465,1432,475545159,-092.4438514,G5020,R,157
3963,41005023600,+45.2514382,1058606,41,236,20790678464478,CT,S,+45.2470661,Census Tract 236,82274,023600,-122.3776893,1541,123961616,-122.3787744,G5020,R,005
1642,08093000101,+39.5073573,493456,08,1.01,2079015682072545,CT,S,+39.5056713,Census Tract 1.01,3741,000101,-105.6327641,1071,385270376,-105.6613297,G5020,R,093
3804,29011960200,+37.5075254,7126157,29,9602,20790288048398,CT,S,+37.5116360,Census Tract 9602,32064,960200,-094.4545730,1630,919291858,-094.4531692,G5020,R,011
4535,48491020205,+30.7275263,287639,48,202.05,2079015694401829,CT,S,+30.7446283,Census Tract 202.05,8319,020205,-097.8335771,1709,71939134,-097.8396286,G5020,M,491
3438,48097000500,+33.6520421,26691,48,5,20790172674784,CT,S,+33.6528828,Census Tract 5,33869,000500,-097.1428513,1480,10105494,-097.1440606,G5020,M,097
3109,19001960300,+41.2975066,375146,19,9603,20790328763079,CT,S,+41.2964752,Census Tract 9603,37018,960300,-094.5025205,1481,100416281,-094.5071226,G5020,R,001
5127,16063950100,+43.0024581,11588561,16,9501,20790268787566,CT,S,+42.9907824,Census Tract 9501,55283,950100,-114.1381008,1948,3111517506,-114.1530888,G5020,R,063
4179,23005004804,+43.8182453,352179,23,48.04,2079015665447964,CT,S,+43.8162568,Census Tract 48.04,33527,004804,-070.4301662,1815,10916733,-070.4264106,G5020,M,005
1897,13215011400,+32.5026038,267964,13,114,207903717429027,CT,S,+32.5020267,Census Tract 114,8787,011400,-084.9895599,972,1750407,-084.9894045,G5020,U,215
3508,06037123203,+34.1962417,3900,06,1232.03,207901115294826,CT,S,+34.1967006,Census Tract 1232.03,26139,123203,-118.3911296,1121,583709,-118.3916113,G5020,U,037
1995,41021960100,+45.3776833,46914702,41,9601,20790527310632,CT,S,+45.3829550,Census Tract 9601,20989,960100,-120.2104980,1095,3120213943,-120.2762460,G5020,R,021
5080,34027044403,+40.9267392,1230418,34,444.03,20790700676822,CT,S,+40.9276407,Census Tract 444.03,54694,044403,-074.5098693,1835,7650235,-074.5054128,G5020,M,027
4971,06029004601,+35.7830850,0,06,46.01,207901065320275,CT,S,+35.7830850,Census Tract 46.01,52156,004601,-119.3120866,2,2618236,-119.3120866,G5020,R,029
2803,44009050402,+41.5286495,3586986,44,504.02,207903692676160,CT,S,+41.5298305,Census Tract 504.02,39288,050402,-071.4392538,1451,19028223,-071.4413296,G5020,M,009
2951,06037900901,+34.7323029,510021,06,9009.01,2079015902970344,CT,S,+34.7258225,Census Tract 9009.01,11981,900901,-118.2437671,1051,94129763,-118.2459383,G5020,M,037
5243,04019004639,+32.4032681,0,04,46.39,207901254945535,CT,S,+32.4032681,Census Tract 46.39,41649,004639,-111.0987958,1918,37008914,-111.0987958,G5020,M,019
4016,09011696800,+41.5271842,99400,09,6968,20790350079045,CT,S,+41.5273561,Census Tract 6968,84756,696800,-072.0746501,1938,1155658,-072.0740957,G5020,U,011
3732,06029003304,+35.2658498,6934593,06,33.04,207901065599770,CT,S,+35.2582904,Census Tract 33.04,52157,003304,-119.5016695,878,1600690598,-119.5019126,G5020,M,029
5320,37127010900,+36.0897059,667045,37,109,20790504902650,CT,S,+36.0909270,Census Tract 109,36170,010900,-078.0071588,2424,279415665,-078.0048107,G5020,R,127
3295,17141961600,+41.9034240,211704,17,9616,20790677498340,CT,S,+41.9027116,Census Tract 9616,73895,961600,-089.1038101,1344,30227232,-089.1057470,G5020,M,141
3627,31055000200,+41.3302970,339849,31,2,20790317156383,CT,S,+41.3292580,Census Tract 2,12153,000200,-095.9527247,1472,2624433,-095.9516884,G5020,U,055
3277,06065044524,+33.9631584,871170,06,445.24,2079015504238233,CT,S,+33.9938092,Census Tract 445.24,38366,044524,-116.5339534,1147,125490458,-116.4945442,G5020,M,065
3277,06065044524,+33.9631584,871170,06,445.24,2079015504238233,CT,S,+33.9938092,Census Tract 445.24,38366,044524,-116.5339534,1147,125490458,-116.4945442,G5020,M,065
